#|   catalogue                                                 |      R2  |    COMA1 |  COMA 2 |    ELL 1 |   ELL 2 |   TREF 1 |  TREF 2 |
| C_20240714_143557_W_5216AD80.VIS.bin_01_01_stars2_mom.cat    |    1.958 |   0.0253 | -0.0176 |  -0.0179 |  0.0080 |  -0.2337 |  0.0355 |
| C_20240714_145629_W_5216AE02.VIS.bin_01_01_stars2_mom.cat    |    1.979 |   0.0334 | -0.0172 |  -0.0168 |  0.0046 |  -0.2329 |  0.0252 |
| C_20240714_145629_W_5216AE02.VIS.bin_02_01_stars2_mom.cat    |    1.985 |   0.0255 | -0.0162 |  -0.0221 |  0.0059 |  -0.2289 |  0.0290 |
| C_20240714_151415_W_5216AE82.VIS.bin_01_01_stars2_mom.cat    |    1.985 |   0.0309 | -0.0179 |  -0.0193 |  0.0056 |  -0.2321 |  0.0291 |
| C_20240714_151415_W_5216AE82.VIS.bin_02_01_stars2_mom.cat    |    1.968 |   0.0276 | -0.0175 |  -0.0216 |  0.0044 |  -0.2374 |  0.0318 |
| C_20240714_153201_W_5216AF06.VIS.bin_01_01_stars2_mom.cat    |    1.986 |   0.0337 | -0.0188 |  -0.0206 |  0.0111 |  -0.2312 |  0.0293 |
| C_20240714_154947_W_5216AF88.VIS.bin_01_01_stars2_mom.cat    |    1.992 |   0.0313 | -0.0177 |  -0.0297 |  0.0076 |  -0.2280 |  0.0243 |
| C_20240714_161019_W_5216B002.VIS.bin_01_01_stars2_mom.cat    |    1.990 |   0.0310 | -0.0245 |  -0.0224 |  0.0073 |  -0.2336 |  0.0291 |
| C_20240714_161019_W_5216B002.VIS.bin_02_01_stars2_mom.cat    |    1.957 |   0.0260 | -0.0139 |  -0.0161 |  0.0021 |  -0.2412 |  0.0382 |
| C_20240714_162805_W_5216B082.VIS.bin_01_01_stars2_mom.cat    |    1.991 |   0.0317 | -0.0232 |  -0.0194 |  0.0074 |  -0.2403 |  0.0303 |
| C_20240714_162805_W_5216B082.VIS.bin_02_01_stars2_mom.cat    |    1.966 |   0.0230 | -0.0250 |  -0.0233 |  0.0024 |  -0.2362 |  0.0370 |
| C_20240714_164551_W_5216B104.VIS.bin_01_01_stars2_mom.cat    |    1.990 |   0.0348 | -0.0299 |  -0.0160 |  0.0079 |  -0.2316 |  0.0254 |
| C_20240714_170337_W_5216B180.VIS.bin_01_01_stars2_mom.cat    |    1.986 |   0.0346 | -0.0178 |  -0.0251 |  0.0030 |  -0.2312 |  0.0318 |
| C_20240714_172408_W_5216B202.VIS.bin_01_01_stars2_mom.cat    |    1.990 |   0.0329 | -0.0151 |  -0.0222 |  0.0050 |  -0.2323 |  0.0313 |
| C_20240714_172408_W_5216B202.VIS.bin_02_01_stars2_mom.cat    |    1.956 |   0.0238 | -0.0199 |  -0.0198 |  0.0044 |  -0.2298 |  0.0224 |
| C_20240714_174154_W_5216B282.VIS.bin_01_01_stars2_mom.cat    |    1.980 |   0.0333 | -0.0209 |  -0.0211 |  0.0085 |  -0.2364 |  0.0314 |
| C_20240714_174154_W_5216B282.VIS.bin_02_01_stars2_mom.cat    |    1.963 |   0.0244 | -0.0183 |  -0.0233 |  0.0017 |  -0.2330 |  0.0293 |
| C_20240714_175940_W_5216B306.VIS.bin_01_01_stars2_mom.cat    |    1.983 |   0.0320 | -0.0154 |  -0.0191 |  0.0064 |  -0.2361 |  0.0298 |
| C_20240714_181726_W_5216B388.VIS.bin_01_01_stars2_mom.cat    |    1.983 |   0.0331 | -0.0182 |  -0.0217 |  0.0075 |  -0.2305 |  0.0328 |
| C_20240714_183756_W_5216B402.VIS.bin_01_01_stars2_mom.cat    |    1.985 |   0.0324 | -0.0190 |  -0.0204 |  0.0041 |  -0.2339 |  0.0324 |
| C_20240714_183756_W_5216B402.VIS.bin_02_01_stars2_mom.cat    |    2.029 |   0.0292 | -0.0104 |  -0.0432 |  0.0191 |  -0.2277 |  0.0303 |
| C_20240714_185542_W_5216B482.VIS.bin_01_01_stars2_mom.cat    |    2.054 |   0.0313 | -0.0129 |  -0.0379 | -0.0196 |  -0.2144 |  0.0241 |
| C_20240714_185542_W_5216B482.VIS.bin_02_01_stars2_mom.cat    |    2.018 |   0.0354 | -0.0269 |  -0.0300 | -0.0171 |  -0.2342 |  0.0375 |
| C_20240714_191328_W_5216B504.VIS.bin_01_01_stars2_mom.cat    |    1.987 |   0.0293 | -0.0174 |  -0.0209 |  0.0039 |  -0.2354 |  0.0253 |
| C_20240714_193114_W_5216B580.VIS.bin_01_01_stars2_mom.cat    |    1.993 |   0.0330 | -0.0194 |  -0.0246 |  0.0068 |  -0.2303 |  0.0254 |
| C_20240714_195147_W_5216B602.VIS.bin_01_01_stars2_mom.cat    |    1.992 |   0.0297 | -0.0153 |  -0.0222 |  0.0032 |  -0.2389 |  0.0346 |
| C_20240714_195147_W_5216B602.VIS.bin_02_01_stars2_mom.cat    |    1.977 |   0.0261 | -0.0126 |  -0.0208 |  0.0028 |  -0.2328 |  0.0378 |
| C_20240714_200933_W_5216B682.VIS.bin_01_01_stars2_mom.cat    |    1.972 |   0.0309 | -0.0185 |  -0.0181 |  0.0033 |  -0.2416 |  0.0315 |
| C_20240714_200933_W_5216B682.VIS.bin_02_01_stars2_mom.cat    |    1.984 |   0.0279 | -0.0127 |  -0.0249 |  0.0062 |  -0.2392 |  0.0364 |
| C_20240714_202719_W_5216B706.VIS.bin_01_01_stars2_mom.cat    |    1.985 |   0.0334 | -0.0219 |  -0.0172 |  0.0056 |  -0.2408 |  0.0306 |
| C_20240714_204505_W_5216B780.VIS.bin_01_01_stars2_mom.cat    |    1.986 |   0.0313 | -0.0160 |  -0.0252 |  0.0068 |  -0.2302 |  0.0315 |
| C_20240714_210535_W_5216B802.VIS.bin_01_01_stars2_mom.cat    |    1.970 |   0.0305 | -0.0176 |  -0.0187 |  0.0049 |  -0.2337 |  0.0330 |
| C_20240714_210535_W_5216B802.VIS.bin_02_01_stars2_mom.cat    |    1.961 |   0.0252 | -0.0167 |  -0.0216 | -0.0037 |  -0.2367 |  0.0314 |
| C_20240714_212321_W_5216B882.VIS.bin_01_01_stars2_mom.cat    |    1.974 |   0.0392 | -0.0175 |  -0.0219 |  0.0037 |  -0.2377 |  0.0251 |
| C_20240714_212321_W_5216B882.VIS.bin_02_01_stars2_mom.cat    |    1.962 |   0.0251 | -0.0171 |  -0.0221 |  0.0014 |  -0.2380 |  0.0258 |
| C_20240714_214107_W_5216B904.VIS.bin_01_01_stars2_mom.cat    |    1.969 |   0.0312 | -0.0181 |  -0.0189 |  0.0064 |  -0.2395 |  0.0323 |
| C_20240714_215853_W_5216B988.VIS.bin_01_01_stars2_mom.cat    |    1.974 |   0.0318 | -0.0189 |  -0.0175 |  0.0057 |  -0.2363 |  0.0298 |
| C_20240714_221927_W_5216BA02.VIS.bin_01_01_stars2_mom.cat    |    1.980 |   0.0337 | -0.0169 |  -0.0199 |  0.0038 |  -0.2377 |  0.0302 |
| C_20240714_221927_W_5216BA02.VIS.bin_02_01_stars2_mom.cat    |    1.965 |   0.0249 | -0.0190 |  -0.0179 |  0.0020 |  -0.2367 |  0.0177 |
| C_20240714_223713_W_5216BA82.VIS.bin_01_01_stars2_mom.cat    |    1.983 |   0.0302 | -0.0196 |  -0.0238 |  0.0045 |  -0.2271 |  0.0260 |
| C_20240714_223713_W_5216BA82.VIS.bin_02_01_stars2_mom.cat    |    1.957 |   0.0219 | -0.0219 |  -0.0173 |  0.0013 |  -0.2347 |  0.0264 |
| C_20240714_225459_W_5216BB06.VIS.bin_01_01_stars2_mom.cat    |    1.990 |   0.0276 | -0.0229 |  -0.0229 |  0.0076 |  -0.2306 |  0.0265 |
| C_20240714_231245_W_5216BB80.VIS.bin_01_01_stars2_mom.cat    |    1.987 |   0.0336 | -0.0162 |  -0.0217 |  0.0035 |  -0.2366 |  0.0235 |
| C_20240714_233315_W_5216BC02.VIS.bin_01_01_stars2_mom.cat    |    1.971 |   0.0303 | -0.0182 |  -0.0205 |  0.0056 |  -0.2325 |  0.0339 |
| C_20240714_233315_W_5216BC02.VIS.bin_02_01_stars2_mom.cat    |    1.986 |   0.0294 | -0.0160 |  -0.0278 | -0.0009 |  -0.2356 |  0.0292 |
| C_20240714_235101_W_5216BC82.VIS.bin_01_01_stars2_mom.cat    |    1.989 |   0.0304 | -0.0163 |  -0.0193 |  0.0052 |  -0.2328 |  0.0320 |
| C_20240714_235101_W_5216BC82.VIS.bin_02_01_stars2_mom.cat    |    1.960 |   0.0274 | -0.0116 |  -0.0180 |  0.0015 |  -0.2314 |  0.0318 |
| C_20240715_000847_W_5216BD04.VIS.bin_01_01_stars2_mom.cat    |    1.984 |   0.0312 | -0.0173 |  -0.0192 |  0.0074 |  -0.2291 |  0.0299 |
| C_20240715_002633_W_5216BD80.VIS.bin_01_01_stars2_mom.cat    |    1.976 |   0.0287 | -0.0187 |  -0.0181 |  0.0046 |  -0.2361 |  0.0263 |
| C_20240715_004704_W_5216BE02.VIS.bin_01_01_stars2_mom.cat    |    1.976 |   0.0324 | -0.0179 |  -0.0218 |  0.0065 |  -0.2339 |  0.0326 |
| C_20240715_004704_W_5216BE02.VIS.bin_02_01_stars2_mom.cat    |    1.973 |   0.0273 | -0.0117 |  -0.0258 |  0.0058 |  -0.2302 |  0.0306 |
| C_20240715_010450_W_5216BE82.VIS.bin_01_01_stars2_mom.cat    |    1.998 |   0.0308 | -0.0166 |  -0.0266 |  0.0084 |  -0.2255 |  0.0322 |
| C_20240715_010450_W_5216BE82.VIS.bin_02_01_stars2_mom.cat    |    1.963 |   0.0264 | -0.0074 |  -0.0253 |  0.0017 |  -0.2302 |  0.0309 |
| C_20240715_012236_W_5216BF06.VIS.bin_01_01_stars2_mom.cat    |    1.978 |   0.0354 | -0.0221 |  -0.0209 |  0.0050 |  -0.2354 |  0.0283 |
| C_20240715_014022_W_5216BF88.VIS.bin_01_01_stars2_mom.cat    |    1.987 |   0.0365 | -0.0161 |  -0.0208 |  0.0075 |  -0.2351 |  0.0338 |
| C_20240715_020054_W_5216C002.VIS.bin_01_01_stars2_mom.cat    |    1.987 |   0.0289 | -0.0208 |  -0.0227 |  0.0044 |  -0.2430 |  0.0212 |
| C_20240715_020054_W_5216C002.VIS.bin_02_01_stars2_mom.cat    |    1.948 |   0.0252 | -0.0175 |  -0.0152 |  0.0016 |  -0.2333 |  0.0278 |
| C_20240715_021840_W_5216C082.VIS.bin_01_01_stars2_mom.cat    |    1.984 |   0.0282 | -0.0212 |  -0.0206 |  0.0052 |  -0.2349 |  0.0276 |
| C_20240715_021840_W_5216C082.VIS.bin_02_01_stars2_mom.cat    |    1.937 |   0.0198 | -0.0178 |  -0.0196 | -0.0031 |  -0.2274 |  0.0263 |
| C_20240715_023626_W_5216C104.VIS.bin_01_01_stars2_mom.cat    |    1.987 |   0.0343 | -0.0156 |  -0.0202 |  0.0063 |  -0.2391 |  0.0280 |
| C_20240715_025412_W_5216C180.VIS.bin_01_01_stars2_mom.cat    |    1.987 |   0.0384 | -0.0230 |  -0.0200 |  0.0059 |  -0.2410 |  0.0277 |
| C_20240715_031446_W_5216C202.VIS.bin_01_01_stars2_mom.cat    |    1.982 |   0.0337 | -0.0207 |  -0.0212 |  0.0070 |  -0.2340 |  0.0291 |
| C_20240715_031446_W_5216C202.VIS.bin_02_01_stars2_mom.cat    |    1.971 |   0.0308 | -0.0202 |  -0.0234 |  0.0042 |  -0.2321 |  0.0257 |
| C_20240715_033232_W_5216C282.VIS.bin_01_01_stars2_mom.cat    |    1.988 |   0.0329 | -0.0168 |  -0.0189 |  0.0059 |  -0.2349 |  0.0415 |
| C_20240715_033232_W_5216C282.VIS.bin_02_01_stars2_mom.cat    |    1.947 |   0.0270 | -0.0098 |  -0.0168 | -0.0031 |  -0.2317 |  0.0226 |
| C_20240715_035018_W_5216C306.VIS.bin_01_01_stars2_mom.cat    |    1.993 |   0.0335 | -0.0195 |  -0.0249 |  0.0069 |  -0.2357 |  0.0260 |
| C_20240715_040804_W_5216C388.VIS.bin_01_01_stars2_mom.cat    |    1.991 |   0.0357 | -0.0204 |  -0.0208 |  0.0078 |  -0.2374 |  0.0316 |
| C_20240715_042834_W_5216C402.VIS.bin_01_01_stars2_mom.cat    |    1.986 |   0.0309 | -0.0162 |  -0.0221 |  0.0034 |  -0.2338 |  0.0275 |
| C_20240715_042834_W_5216C402.VIS.bin_02_01_stars2_mom.cat    |    1.966 |   0.0234 | -0.0146 |  -0.0201 |  0.0026 |  -0.2357 |  0.0283 |
| C_20240715_044620_W_5216C482.VIS.bin_01_01_stars2_mom.cat    |    1.979 |   0.0300 | -0.0193 |  -0.0250 |  0.0073 |  -0.2360 |  0.0308 |
| C_20240715_044620_W_5216C482.VIS.bin_02_01_stars2_mom.cat    |    1.951 |   0.0233 | -0.0174 |  -0.0196 |  0.0063 |  -0.2356 |  0.0330 |
| C_20240715_050406_W_5216C504.VIS.bin_01_01_stars2_mom.cat    |    1.993 |   0.0328 | -0.0182 |  -0.0261 |  0.0051 |  -0.2350 |  0.0339 |
| C_20240715_052152_W_5216C580.VIS.bin_01_01_stars2_mom.cat    |    1.971 |   0.0272 | -0.0149 |  -0.0228 |  0.0059 |  -0.2303 |  0.0303 |
| C_20240715_054311_W_5216C602.VIS.bin_01_01_stars2_mom.cat    |    1.981 |   0.0344 | -0.0156 |  -0.0182 |  0.0073 |  -0.2351 |  0.0324 |
| C_20240715_054311_W_5216C602.VIS.bin_02_01_stars2_mom.cat    |    1.960 |   0.0269 | -0.0147 |  -0.0200 | -0.0007 |  -0.2357 |  0.0208 |
| C_20240715_060057_W_5216C682.VIS.bin_01_01_stars2_mom.cat    |    1.984 |   0.0320 | -0.0111 |  -0.0228 |  0.0075 |  -0.2336 |  0.0270 |
| C_20240715_060057_W_5216C682.VIS.bin_02_01_stars2_mom.cat    |    3.038 |   0.1832 |  0.0852 |   0.0846 |  0.3088 |  -0.1363 |  0.1856 |
| C_20240715_061843_W_5216C706.VIS.bin_01_01_stars2_mom.cat    |    1.966 |   0.0326 | -0.0187 |  -0.0195 |  0.0093 |  -0.2349 |  0.0293 |
| C_20240715_063629_W_5216C788.VIS.bin_01_01_stars2_mom.cat    |    1.979 |   0.0313 | -0.0160 |  -0.0234 |  0.0036 |  -0.2328 |  0.0312 |
| C_20240715_065700_W_5216C802.VIS.bin_01_01_stars2_mom.cat    |    1.981 |   0.0318 | -0.0200 |  -0.0236 |  0.0054 |  -0.2305 |  0.0287 |
| C_20240715_065700_W_5216C802.VIS.bin_02_01_stars2_mom.cat    |    1.970 |   0.0316 | -0.0207 |  -0.0163 |  0.0005 |  -0.2377 |  0.0318 |
| C_20240715_071446_W_5216C882.VIS.bin_01_01_stars2_mom.cat    |    1.979 |   0.0346 | -0.0275 |  -0.0230 |  0.0063 |  -0.2331 |  0.0314 |
| C_20240715_071446_W_5216C882.VIS.bin_02_01_stars2_mom.cat    |    1.962 |   0.0310 | -0.0224 |  -0.0181 |  0.0031 |  -0.2419 |  0.0249 |
| C_20240715_073232_W_5216C904.VIS.bin_01_01_stars2_mom.cat    |    1.970 |   0.0275 | -0.0177 |  -0.0193 |  0.0066 |  -0.2351 |  0.0317 |
| C_20240715_075018_W_5216C980.VIS.bin_01_01_stars2_mom.cat    |    1.975 |   0.0277 | -0.0159 |  -0.0224 |  0.0060 |  -0.2355 |  0.0308 |
| C_20240715_081050_W_5216CA02.VIS.bin_01_01_stars2_mom.cat    |    1.975 |   0.0269 | -0.0192 |  -0.0198 |  0.0066 |  -0.2375 |  0.0310 |
| C_20240715_081050_W_5216CA02.VIS.bin_02_01_stars2_mom.cat    |    1.956 |   0.0227 | -0.0135 |  -0.0183 | -0.0053 |  -0.2406 |  0.0279 |
| C_20240715_082836_W_5216CA82.VIS.bin_01_01_stars2_mom.cat    |    1.971 |   0.0284 | -0.0134 |  -0.0162 |  0.0060 |  -0.2371 |  0.0212 |
| C_20240715_082836_W_5216CA82.VIS.bin_02_01_stars2_mom.cat    |    1.947 |   0.0219 | -0.0153 |  -0.0245 | -0.0012 |  -0.2312 |  0.0271 |
| C_20240715_084622_W_5216CB06.VIS.bin_01_01_stars2_mom.cat    |    1.966 |   0.0290 | -0.0133 |  -0.0220 |  0.0020 |  -0.2409 |  0.0257 |
| C_20240715_090408_W_5216CB80.VIS.bin_01_01_stars2_mom.cat    |    1.979 |   0.0321 | -0.0133 |  -0.0241 |  0.0056 |  -0.2280 |  0.0212 |
| C_20240715_092438_W_5216CC02.VIS.bin_01_01_stars2_mom.cat    |    1.988 |   0.0329 | -0.0138 |  -0.0261 |  0.0032 |  -0.2363 |  0.0306 |
| C_20240715_092438_W_5216CC02.VIS.bin_02_01_stars2_mom.cat    |    1.966 |   0.0290 | -0.0212 |  -0.0230 |  0.0026 |  -0.2360 |  0.0290 |
| C_20240715_094224_W_5216CC82.VIS.bin_01_01_stars2_mom.cat    |    1.991 |   0.0379 | -0.0183 |  -0.0204 |  0.0059 |  -0.2423 |  0.0354 |
| C_20240715_094224_W_5216CC82.VIS.bin_02_01_stars2_mom.cat    |    1.980 |   0.0323 | -0.0220 |  -0.0192 |  0.0001 |  -0.2417 |  0.0274 |
| C_20240715_100010_W_5216CD04.VIS.bin_01_01_stars2_mom.cat    |    1.992 |   0.0331 | -0.0138 |  -0.0230 |  0.0041 |  -0.2391 |  0.0284 |
| C_20240715_101756_W_5216CD88.VIS.bin_01_01_stars2_mom.cat    |    1.983 |   0.0391 | -0.0170 |  -0.0192 |  0.0069 |  -0.2365 |  0.0322 |
| C_20240715_103854_W_5216CE02.VIS.bin_01_01_stars2_mom.cat    |    1.988 |   0.0309 | -0.0163 |  -0.0233 |  0.0076 |  -0.2306 |  0.0337 |
| C_20240715_103854_W_5216CE02.VIS.bin_02_01_stars2_mom.cat    |    1.955 |   0.0256 | -0.0192 |  -0.0171 | -0.0003 |  -0.2352 |  0.0336 |
| C_20240715_105640_W_5216CE82.VIS.bin_01_01_stars2_mom.cat    |    1.982 |   0.0362 | -0.0125 |  -0.0212 |  0.0080 |  -0.2396 |  0.0333 |
| C_20240715_105640_W_5216CE82.VIS.bin_02_01_stars2_mom.cat    |    1.978 |   0.0271 | -0.0148 |  -0.0265 | -0.0015 |  -0.2338 |  0.0313 |
| C_20240715_111426_W_5216CF06.VIS.bin_01_01_stars2_mom.cat    |    1.974 |   0.0328 | -0.0142 |  -0.0185 |  0.0068 |  -0.2391 |  0.0326 |
| C_20240715_113212_W_5216CF80.VIS.bin_01_01_stars2_mom.cat    |    1.976 |   0.0328 | -0.0178 |  -0.0176 |  0.0068 |  -0.2379 |  0.0310 |
| C_20240715_175946_W_5216D082.VIS.bin_01_01_stars2_mom.cat    |    1.983 |   0.0309 | -0.0174 |  -0.0199 |  0.0067 |  -0.2305 |  0.0230 |
| C_20240715_175946_W_5216D082.VIS.bin_02_01_stars2_mom.cat    |    1.954 |   0.0293 | -0.0192 |  -0.0210 |  0.0011 |  -0.2350 |  0.0295 |
| C_20240715_181732_W_5216D102.VIS.bin_01_01_stars2_mom.cat    |    1.974 |   0.0351 | -0.0168 |  -0.0182 |  0.0052 |  -0.2366 |  0.0323 |
| C_20240715_181732_W_5216D102.VIS.bin_02_01_stars2_mom.cat    |    1.963 |   0.0301 | -0.0171 |  -0.0240 |  0.0008 |  -0.2344 |  0.0300 |
| C_20240715_183518_W_5216D184.VIS.bin_01_01_stars2_mom.cat    |    1.977 |   0.0322 | -0.0191 |  -0.0206 |  0.0051 |  -0.2352 |  0.0361 |
| C_20240715_185304_W_5216D200.VIS.bin_01_01_stars2_mom.cat    |    1.989 |   0.0330 | -0.0208 |  -0.0229 |  0.0088 |  -0.2384 |  0.0275 |
| C_20240715_191344_W_5216D282.VIS.bin_01_01_stars2_mom.cat    |    1.974 |   0.0309 | -0.0185 |  -0.0211 |  0.0048 |  -0.2346 |  0.0264 |
| C_20240715_191344_W_5216D282.VIS.bin_02_01_stars2_mom.cat    |    1.952 |   0.0294 | -0.0253 |  -0.0246 |  0.0032 |  -0.2357 |  0.0275 |
| C_20240715_193130_W_5216D302.VIS.bin_01_01_stars2_mom.cat    |    1.977 |   0.0274 | -0.0164 |  -0.0208 |  0.0065 |  -0.2310 |  0.0277 |
| C_20240715_193130_W_5216D302.VIS.bin_02_01_stars2_mom.cat    |    1.950 |   0.0251 | -0.0199 |  -0.0211 |  0.0028 |  -0.2332 |  0.0281 |
| C_20240715_194916_W_5216D386.VIS.bin_01_01_stars2_mom.cat    |    1.979 |   0.0275 | -0.0160 |  -0.0177 |  0.0063 |  -0.2369 |  0.0339 |
| C_20240715_200702_W_5216D408.VIS.bin_01_01_stars2_mom.cat    |    1.980 |   0.0300 | -0.0170 |  -0.0198 |  0.0056 |  -0.2325 |  0.0308 |
| C_20240715_202742_W_5216D482.VIS.bin_01_01_stars2_mom.cat    |    1.978 |   0.0326 | -0.0137 |  -0.0212 |  0.0054 |  -0.2328 |  0.0348 |
| C_20240715_202742_W_5216D482.VIS.bin_02_01_stars2_mom.cat    |    2.001 |   0.0250 | -0.0115 |  -0.0408 |  0.0081 |  -0.2263 |  0.0277 |
| C_20240715_204528_W_5216D502.VIS.bin_01_01_stars2_mom.cat    |    1.978 |   0.0299 | -0.0180 |  -0.0211 |  0.0051 |  -0.2286 |  0.0301 |
| C_20240715_204528_W_5216D502.VIS.bin_02_01_stars2_mom.cat    |    1.970 |   0.0231 | -0.0176 |  -0.0200 |  0.0077 |  -0.2345 |  0.0324 |
| C_20240715_210314_W_5216D584.VIS.bin_01_01_stars2_mom.cat    |    1.975 |   0.0304 | -0.0166 |  -0.0191 |  0.0068 |  -0.2364 |  0.0380 |
| C_20240715_212100_W_5216D600.VIS.bin_01_01_stars2_mom.cat    |    1.987 |   0.0313 | -0.0154 |  -0.0218 |  0.0084 |  -0.2289 |  0.0286 |
| C_20240715_214224_W_5216D682.VIS.bin_01_01_stars2_mom.cat    |    1.988 |   0.0288 | -0.0165 |  -0.0253 |  0.0079 |  -0.2260 |  0.0270 |
| C_20240715_214224_W_5216D682.VIS.bin_02_01_stars2_mom.cat    |    1.960 |   0.0274 | -0.0232 |  -0.0197 |  0.0001 |  -0.2393 |  0.0217 |
| C_20240715_220010_W_5216D702.VIS.bin_01_01_stars2_mom.cat    |    1.976 |   0.0318 | -0.0200 |  -0.0169 |  0.0039 |  -0.2330 |  0.0253 |
| C_20240715_220010_W_5216D702.VIS.bin_02_01_stars2_mom.cat    |    1.945 |   0.0252 | -0.0195 |  -0.0177 |  0.0009 |  -0.2335 |  0.0328 |
| C_20240715_221756_W_5216D786.VIS.bin_01_01_stars2_mom.cat    |    1.973 |   0.0317 | -0.0196 |  -0.0174 |  0.0048 |  -0.2352 |  0.0241 |
| C_20240715_223542_W_5216D808.VIS.bin_01_01_stars2_mom.cat    |    1.980 |   0.0306 | -0.0226 |  -0.0216 |  0.0070 |  -0.2305 |  0.0264 |
| C_20240715_225620_W_5216D882.VIS.bin_01_01_stars2_mom.cat    |    1.975 |   0.0296 | -0.0179 |  -0.0194 |  0.0064 |  -0.2362 |  0.0314 |
| C_20240715_225620_W_5216D882.VIS.bin_02_01_stars2_mom.cat    |    2.028 |   0.0219 | -0.0035 |  -0.0130 | -0.0070 |  -0.2048 |  0.0346 |
| C_20240715_231406_W_5216D902.VIS.bin_01_01_stars2_mom.cat    |    2.004 |   0.0325 | -0.0180 |  -0.0249 |  0.0027 |  -0.2312 |  0.0249 |
| C_20240715_231406_W_5216D902.VIS.bin_02_01_stars2_mom.cat    |    1.944 |   0.0233 | -0.0162 |  -0.0172 | -0.0003 |  -0.2419 |  0.0299 |
| C_20240715_233152_W_5216D984.VIS.bin_01_01_stars2_mom.cat    |    1.984 |   0.0304 | -0.0188 |  -0.0225 |  0.0051 |  -0.2278 |  0.0248 |
| C_20240715_234938_W_5216DA00.VIS.bin_01_01_stars2_mom.cat    |    1.973 |   0.0314 | -0.0145 |  -0.0195 |  0.0075 |  -0.2356 |  0.0333 |
| C_20240716_001016_W_5216DA82.VIS.bin_01_01_stars2_mom.cat    |    1.974 |   0.0305 | -0.0150 |  -0.0201 |  0.0056 |  -0.2330 |  0.0290 |
| C_20240716_001016_W_5216DA82.VIS.bin_02_01_stars2_mom.cat    |    1.960 |   0.0294 | -0.0146 |  -0.0145 |  0.0007 |  -0.2363 |  0.0281 |
| C_20240716_002802_W_5216DB02.VIS.bin_01_01_stars2_mom.cat    |    1.964 |   0.0331 | -0.0168 |  -0.0185 |  0.0055 |  -0.2366 |  0.0250 |
| C_20240716_002802_W_5216DB02.VIS.bin_02_01_stars2_mom.cat    |    1.960 |   0.0271 | -0.0200 |  -0.0174 | -0.0003 |  -0.2310 |  0.0280 |
| C_20240716_004548_W_5216DB86.VIS.bin_01_01_stars2_mom.cat    |    1.975 |   0.0298 | -0.0154 |  -0.0215 |  0.0028 |  -0.2345 |  0.0282 |
| C_20240716_010334_W_5216DC08.VIS.bin_01_01_stars2_mom.cat    |    1.969 |   0.0266 | -0.0174 |  -0.0207 |  0.0037 |  -0.2318 |  0.0245 |
| C_20240716_012412_W_5216DC82.VIS.bin_01_01_stars2_mom.cat    |    1.983 |   0.0341 | -0.0205 |  -0.0206 |  0.0047 |  -0.2369 |  0.0266 |
| C_20240716_012412_W_5216DC82.VIS.bin_02_01_stars2_mom.cat    |    1.965 |   0.0307 | -0.0148 |  -0.0185 |  0.0007 |  -0.2359 |  0.0246 |
| C_20240716_014158_W_5216DD02.VIS.bin_01_01_stars2_mom.cat    |    1.976 |   0.0273 | -0.0211 |  -0.0206 |  0.0071 |  -0.2310 |  0.0323 |
| C_20240716_014158_W_5216DD02.VIS.bin_02_01_stars2_mom.cat    |    1.981 |   0.0215 |  0.0002 |  -0.0178 | -0.0101 |  -0.2211 |  0.0338 |
| C_20240716_015944_W_5216DD84.VIS.bin_01_01_stars2_mom.cat    |    1.978 |   0.0303 | -0.0255 |  -0.0205 |  0.0065 |  -0.2365 |  0.0269 |
| C_20240716_021730_W_5216DE00.VIS.bin_01_01_stars2_mom.cat    |    1.982 |   0.0309 | -0.0232 |  -0.0219 |  0.0081 |  -0.2325 |  0.0258 |
| C_20240716_023853_W_5216DE82.VIS.bin_01_01_stars2_mom.cat    |    1.986 |   0.0338 | -0.0167 |  -0.0222 |  0.0069 |  -0.2351 |  0.0319 |
| C_20240716_023853_W_5216DE82.VIS.bin_02_01_stars2_mom.cat    |    1.977 |   0.0302 | -0.0168 |  -0.0198 |  0.0015 |  -0.2350 |  0.0298 |
| C_20240716_025639_W_5216DF02.VIS.bin_01_01_stars2_mom.cat    |    1.992 |   0.0340 | -0.0107 |  -0.0257 |  0.0069 |  -0.2351 |  0.0403 |
| C_20240716_025639_W_5216DF02.VIS.bin_02_01_stars2_mom.cat    |    1.976 |   0.0303 | -0.0220 |  -0.0198 |  0.0003 |  -0.2371 |  0.0304 |
| C_20240716_031425_W_5216DF86.VIS.bin_01_01_stars2_mom.cat    |    1.990 |   0.0325 | -0.0148 |  -0.0166 |  0.0060 |  -0.2374 |  0.0358 |
| C_20240716_033211_W_5216E000.VIS.bin_01_01_stars2_mom.cat    |    1.973 |   0.0286 | -0.0141 |  -0.0169 |  0.0052 |  -0.2329 |  0.0302 |
| C_20240716_035314_W_5216E082.VIS.bin_01_01_stars2_mom.cat    |    1.980 |   0.0270 | -0.0170 |  -0.0220 |  0.0067 |  -0.2361 |  0.0305 |
| C_20240716_035314_W_5216E082.VIS.bin_02_01_stars2_mom.cat    |    1.958 |   0.0256 | -0.0069 |  -0.0172 |  0.0044 |  -0.2327 |  0.0342 |
| C_20240716_041100_W_5216E102.VIS.bin_01_01_stars2_mom.cat    |    1.966 |   0.0269 | -0.0157 |  -0.0198 |  0.0064 |  -0.2381 |  0.0302 |
