#|   catalogue                                                 |      R2  |    COMA1 |  COMA 2 |    ELL 1 |   ELL 2 |   TREF 1 |  TREF 2 |
| C_20240702_060836_W_5214B082.VIS.bin_02_01_stars2_mom.cat    |    1.999 |   0.0237 | -0.0257 |  -0.0303 |  0.0040 |  -0.2276 |  0.0268 |
| C_20240702_062622_W_5214B102.VIS.bin_01_01_stars2_mom.cat    |    1.967 |   0.0309 | -0.0215 |  -0.0187 |  0.0052 |  -0.2356 |  0.0333 |
| C_20240702_062622_W_5214B102.VIS.bin_02_01_stars2_mom.cat    |    2.232 |   0.0113 |  0.0127 |  -0.0824 |  0.0294 |  -0.1656 | -0.0064 |
| C_20240702_064408_W_5214B184.VIS.bin_01_01_stars2_mom.cat    |    1.977 |   0.0311 | -0.0216 |  -0.0237 |  0.0067 |  -0.2332 |  0.0323 |
| C_20240702_070154_W_5214B200.VIS.bin_01_01_stars2_mom.cat    |    1.970 |   0.0295 | -0.0188 |  -0.0150 |  0.0056 |  -0.2385 |  0.0405 |
| C_20240702_072226_W_5214B282.VIS.bin_01_01_stars2_mom.cat    |    1.990 |   0.0339 | -0.0189 |  -0.0208 |  0.0054 |  -0.2374 |  0.0255 |
| C_20240702_072226_W_5214B282.VIS.bin_02_01_stars2_mom.cat    |    1.966 |   0.0251 | -0.0198 |  -0.0205 | -0.0007 |  -0.2406 |  0.0367 |
| C_20240702_074012_W_5214B302.VIS.bin_01_01_stars2_mom.cat    |    1.978 |   0.0298 | -0.0189 |  -0.0217 |  0.0072 |  -0.2346 |  0.0319 |
| C_20240702_074012_W_5214B302.VIS.bin_02_01_stars2_mom.cat    |    1.961 |   0.0279 | -0.0135 |  -0.0215 |  0.0011 |  -0.2361 |  0.0357 |
| C_20240702_075758_W_5214B386.VIS.bin_01_01_stars2_mom.cat    |    1.980 |   0.0307 | -0.0212 |  -0.0197 |  0.0050 |  -0.2351 |  0.0262 |
| C_20240702_081544_W_5214B408.VIS.bin_01_01_stars2_mom.cat    |    1.978 |   0.0299 | -0.0203 |  -0.0202 |  0.0076 |  -0.2369 |  0.0299 |
| C_20240702_083615_W_5214B482.VIS.bin_01_01_stars2_mom.cat    |    1.971 |   0.0335 | -0.0162 |  -0.0194 |  0.0058 |  -0.2378 |  0.0277 |
| C_20240702_083615_W_5214B482.VIS.bin_02_01_stars2_mom.cat    |    1.961 |   0.0299 | -0.0156 |  -0.0179 |  0.0000 |  -0.2329 |  0.0303 |
| C_20240702_085401_W_5214B502.VIS.bin_01_01_stars2_mom.cat    |    2.042 |   0.0260 | -0.0245 |  -0.0354 |  0.0046 |  -0.2217 |  0.0346 |
| C_20240702_085401_W_5214B502.VIS.bin_02_01_stars2_mom.cat    |    1.996 |   0.0262 | -0.0146 |  -0.0303 |  0.0065 |  -0.2266 |  0.0344 |
| C_20240702_091147_W_5214B584.VIS.bin_01_01_stars2_mom.cat    |    1.998 |   0.0332 | -0.0212 |  -0.0246 |  0.0087 |  -0.2281 |  0.0302 |
| C_20240702_092933_W_5214B600.VIS.bin_01_01_stars2_mom.cat    |    3.483 |  -0.0848 | -0.0709 |   0.0169 |  0.1454 |   0.1297 | -0.1952 |
| C_20240702_095004_W_5214B682.VIS.bin_01_01_stars2_mom.cat    |    1.989 |   0.0353 | -0.0101 |  -0.0182 |  0.0025 |  -0.2419 |  0.0295 |
| C_20240702_095004_W_5214B682.VIS.bin_02_01_stars2_mom.cat    |    1.977 |   0.0301 | -0.0217 |  -0.0195 |  0.0051 |  -0.2343 |  0.0281 |
| C_20240702_100750_W_5214B702.VIS.bin_01_01_stars2_mom.cat    |    7.796 |   0.0498 |  0.0593 |  -0.1669 | -0.3536 |  -0.0392 | -0.0381 |
| C_20240702_100750_W_5214B702.VIS.bin_02_01_stars2_mom.cat    |    2.750 |  -0.0219 | -0.0284 |   0.0057 |  0.1785 |  -0.1145 | -0.0224 |
| C_20240702_102536_W_5214B786.VIS.bin_01_01_stars2_mom.cat    |    1.975 |   0.0321 | -0.0184 |  -0.0177 |  0.0051 |  -0.2374 |  0.0273 |
| C_20240702_104322_W_5214B800.VIS.bin_01_01_stars2_mom.cat    |    1.999 |   0.0363 | -0.0243 |  -0.0203 |  0.0047 |  -0.2334 |  0.0209 |
| C_20240702_110353_W_5214B882.VIS.bin_01_01_stars2_mom.cat    |    1.990 |   0.0309 | -0.0101 |  -0.0291 |  0.0053 |  -0.2305 |  0.0296 |
| C_20240702_110353_W_5214B882.VIS.bin_02_01_stars2_mom.cat    |    1.952 |   0.0251 | -0.0214 |  -0.0203 |  0.0026 |  -0.2294 |  0.0336 |
| C_20240702_112139_W_5214B902.VIS.bin_01_01_stars2_mom.cat    |    1.987 |   0.0333 | -0.0172 |  -0.0187 |  0.0034 |  -0.2402 |  0.0318 |
| C_20240702_112139_W_5214B902.VIS.bin_02_01_stars2_mom.cat    |    1.965 |   0.0296 | -0.0174 |  -0.0210 |  0.0006 |  -0.2402 |  0.0305 |
| C_20240702_113925_W_5214B984.VIS.bin_01_01_stars2_mom.cat    |    1.982 |   0.0332 | -0.0097 |  -0.0205 |  0.0038 |  -0.2374 |  0.0300 |
| C_20240702_115711_W_5214BA08.VIS.bin_01_01_stars2_mom.cat    |    1.993 |   0.0335 | -0.0169 |  -0.0210 |  0.0041 |  -0.2296 |  0.0293 |
| C_20240702_121744_W_5214BA82.VIS.bin_01_01_stars2_mom.cat    |    1.986 |   0.0323 | -0.0197 |  -0.0226 |  0.0065 |  -0.2414 |  0.0228 |
| C_20240702_121744_W_5214BA82.VIS.bin_02_01_stars2_mom.cat    |    1.970 |   0.0229 | -0.0181 |  -0.0248 |  0.0045 |  -0.2340 |  0.0261 |
| C_20240702_123530_W_5214BB02.VIS.bin_01_01_stars2_mom.cat    |    1.982 |   0.0345 | -0.0216 |  -0.0203 |  0.0069 |  -0.2391 |  0.0317 |
| C_20240702_123530_W_5214BB02.VIS.bin_02_01_stars2_mom.cat    |    1.985 |   0.0280 | -0.0214 |  -0.0209 |  0.0033 |  -0.2385 |  0.0302 |
| C_20240702_125316_W_5214BB86.VIS.bin_01_01_stars2_mom.cat    |    1.986 |   0.0321 | -0.0210 |  -0.0197 |  0.0038 |  -0.2338 |  0.0291 |
| C_20240702_131102_W_5214BC00.VIS.bin_01_01_stars2_mom.cat    |    1.978 |   0.0341 | -0.0172 |  -0.0171 |  0.0082 |  -0.2363 |  0.0415 |
| C_20240702_133132_W_5214BC82.VIS.bin_01_01_stars2_mom.cat    |    1.978 |   0.0290 | -0.0145 |  -0.0184 |  0.0068 |  -0.2377 |  0.0305 |
| C_20240702_133132_W_5214BC82.VIS.bin_02_01_stars2_mom.cat    |    1.961 |   0.0280 | -0.0242 |  -0.0144 |  0.0042 |  -0.2347 |  0.0257 |
| C_20240702_134918_W_5214BD02.VIS.bin_01_01_stars2_mom.cat    |    1.982 |   0.0283 | -0.0173 |  -0.0180 |  0.0089 |  -0.2314 |  0.0299 |
| C_20240702_134918_W_5214BD02.VIS.bin_02_01_stars2_mom.cat    |    1.968 |   0.0258 | -0.0302 |  -0.0206 |  0.0025 |  -0.2316 |  0.0241 |
| C_20240702_140704_W_5214BD84.VIS.bin_01_01_stars2_mom.cat    |    1.971 |   0.0283 | -0.0245 |  -0.0196 |  0.0073 |  -0.2375 |  0.0306 |
| C_20240702_142450_W_5214BE00.VIS.bin_01_01_stars2_mom.cat    |    1.975 |   0.0318 | -0.0132 |  -0.0212 |  0.0056 |  -0.2353 |  0.0259 |
| C_20240702_144524_W_5214BE82.VIS.bin_01_01_stars2_mom.cat    |    1.981 |   0.0312 | -0.0171 |  -0.0215 |  0.0077 |  -0.2334 |  0.0303 |
| C_20240702_144524_W_5214BE82.VIS.bin_02_01_stars2_mom.cat    |    1.969 |   0.0239 | -0.0244 |  -0.0177 |  0.0005 |  -0.2406 |  0.0333 |
| C_20240702_150310_W_5214BF02.VIS.bin_01_01_stars2_mom.cat    |    1.970 |   0.0293 | -0.0193 |  -0.0200 |  0.0045 |  -0.2376 |  0.0263 |
| C_20240702_150310_W_5214BF02.VIS.bin_02_01_stars2_mom.cat    |    1.982 |   0.0293 | -0.0203 |  -0.0206 | -0.0013 |  -0.2392 |  0.0244 |
| C_20240702_152056_W_5214BF86.VIS.bin_01_01_stars2_mom.cat    |    7.059 |   0.0811 |  0.0784 |   0.1839 | -0.1432 |   0.2470 | -0.1023 |
| C_20240702_153842_W_5214C008.VIS.bin_01_01_stars2_mom.cat    |    1.995 |   0.0337 | -0.0200 |  -0.0245 |  0.0062 |  -0.2336 |  0.0316 |
| C_20240702_155912_W_5214C082.VIS.bin_01_01_stars2_mom.cat    |    1.982 |   0.0283 | -0.0269 |  -0.0214 |  0.0049 |  -0.2373 |  0.0240 |
| C_20240702_155912_W_5214C082.VIS.bin_02_01_stars2_mom.cat    |    1.962 |   0.0272 | -0.0187 |  -0.0191 |  0.0030 |  -0.2296 |  0.0343 |
| C_20240702_161658_W_5214C102.VIS.bin_01_01_stars2_mom.cat    |    1.981 |   0.0308 | -0.0200 |  -0.0198 |  0.0045 |  -0.2284 |  0.0298 |
| C_20240702_161658_W_5214C102.VIS.bin_02_01_stars2_mom.cat    |    1.991 |   0.0271 | -0.0126 |  -0.0298 | -0.0068 |  -0.2337 |  0.0323 |
| C_20240702_163444_W_5214C184.VIS.bin_01_01_stars2_mom.cat    |    1.987 |   0.0243 | -0.0211 |  -0.0197 |  0.0077 |  -0.2342 |  0.0295 |
| C_20240702_165230_W_5214C200.VIS.bin_01_01_stars2_mom.cat    |    1.972 |   0.0324 | -0.0179 |  -0.0191 |  0.0042 |  -0.2361 |  0.0309 |
| C_20240702_171304_W_5214C282.VIS.bin_01_01_stars2_mom.cat    |    1.990 |   0.0321 | -0.0232 |  -0.0190 |  0.0061 |  -0.2337 |  0.0259 |
| C_20240702_171304_W_5214C282.VIS.bin_02_01_stars2_mom.cat    |    1.985 |   0.0292 | -0.0214 |  -0.0215 |  0.0116 |  -0.2361 |  0.0224 |
| C_20240702_173050_W_5214C302.VIS.bin_01_01_stars2_mom.cat    |    1.988 |   0.0328 | -0.0214 |  -0.0189 |  0.0054 |  -0.2330 |  0.0289 |
| C_20240702_173050_W_5214C302.VIS.bin_02_01_stars2_mom.cat    |    1.952 |   0.0295 | -0.0142 |  -0.0197 | -0.0019 |  -0.2345 |  0.0333 |
| C_20240702_174836_W_5214C386.VIS.bin_01_01_stars2_mom.cat    |    1.984 |   0.0323 | -0.0215 |  -0.0187 |  0.0046 |  -0.2352 |  0.0244 |
| C_20240702_180622_W_5214C408.VIS.bin_01_01_stars2_mom.cat    |    1.979 |   0.0266 | -0.0171 |  -0.0198 |  0.0059 |  -0.2321 |  0.0228 |
| C_20240702_182707_W_5214C482.VIS.bin_01_01_stars2_mom.cat    |    1.975 |   0.0305 | -0.0186 |  -0.0196 |  0.0035 |  -0.2314 |  0.0265 |
| C_20240702_182707_W_5214C482.VIS.bin_02_01_stars2_mom.cat    |    1.965 |   0.0306 | -0.0138 |  -0.0178 | -0.0032 |  -0.2449 |  0.0297 |
| C_20240702_184453_W_5214C502.VIS.bin_01_01_stars2_mom.cat    |    1.977 |   0.0300 | -0.0109 |  -0.0210 |  0.0072 |  -0.2343 |  0.0345 |
| C_20240702_184453_W_5214C502.VIS.bin_02_01_stars2_mom.cat    |    1.981 |   0.0242 | -0.0163 |  -0.0319 |  0.0024 |  -0.2391 |  0.0277 |
| C_20240702_190239_W_5214C584.VIS.bin_01_01_stars2_mom.cat    |    1.980 |   0.0293 | -0.0152 |  -0.0178 |  0.0034 |  -0.2348 |  0.0279 |
| C_20240702_192025_W_5214C600.VIS.bin_01_01_stars2_mom.cat    |    1.979 |   0.0273 | -0.0197 |  -0.0251 |  0.0028 |  -0.2280 |  0.0314 |
| C_20240702_194055_W_5214C682.VIS.bin_01_01_stars2_mom.cat    |    1.973 |   0.0333 | -0.0199 |  -0.0179 |  0.0039 |  -0.2402 |  0.0326 |
| C_20240702_194055_W_5214C682.VIS.bin_02_01_stars2_mom.cat    |    1.986 |   0.0262 | -0.0183 |  -0.0301 |  0.0096 |  -0.2310 |  0.0334 |
| C_20240702_195841_W_5214C702.VIS.bin_01_01_stars2_mom.cat    |    1.988 |   0.0320 | -0.0191 |  -0.0253 |  0.0049 |  -0.2370 |  0.0350 |
| C_20240702_195841_W_5214C702.VIS.bin_02_01_stars2_mom.cat    |    1.960 |   0.0310 | -0.0201 |  -0.0211 | -0.0029 |  -0.2402 |  0.0348 |
| C_20240702_201627_W_5214C786.VIS.bin_01_01_stars2_mom.cat    |    1.983 |   0.0309 | -0.0177 |  -0.0220 |  0.0084 |  -0.2367 |  0.0327 |
| C_20240702_203413_W_5214C808.VIS.bin_01_01_stars2_mom.cat    |    1.969 |   0.0330 | -0.0150 |  -0.0183 |  0.0045 |  -0.2382 |  0.0325 |
| C_20240702_205507_W_5214C882.VIS.bin_01_01_stars2_mom.cat    |    1.977 |   0.0350 | -0.0186 |  -0.0192 |  0.0032 |  -0.2400 |  0.0299 |
| C_20240702_205507_W_5214C882.VIS.bin_02_01_stars2_mom.cat    |    1.949 |   0.0258 | -0.0211 |  -0.0162 | -0.0006 |  -0.2416 |  0.0259 |
| C_20240702_211253_W_5214C902.VIS.bin_01_01_stars2_mom.cat    |    1.985 |   0.0348 | -0.0139 |  -0.0244 |  0.0065 |  -0.2395 |  0.0240 |
| C_20240702_211253_W_5214C902.VIS.bin_02_01_stars2_mom.cat    |    1.990 |   0.0276 | -0.0228 |  -0.0326 |  0.0051 |  -0.2329 |  0.0339 |
| C_20240702_213039_W_5214C984.VIS.bin_01_01_stars2_mom.cat    |    1.981 |   0.0333 | -0.0185 |  -0.0249 |  0.0059 |  -0.2353 |  0.0254 |
| C_20240702_214825_W_5214CA00.VIS.bin_01_01_stars2_mom.cat    |    1.976 |   0.0317 | -0.0157 |  -0.0196 |  0.0021 |  -0.2406 |  0.0250 |
| C_20240702_220903_W_5214CA82.VIS.bin_01_01_stars2_mom.cat    |    1.970 |   0.0312 | -0.0190 |  -0.0202 |  0.0045 |  -0.2280 |  0.0213 |
| C_20240702_220903_W_5214CA82.VIS.bin_02_01_stars2_mom.cat    |    1.979 |   0.0296 | -0.0237 |  -0.0224 |  0.0035 |  -0.2302 |  0.0294 |
| C_20240702_222649_W_5214CB02.VIS.bin_01_01_stars2_mom.cat    |    1.978 |   0.0280 | -0.0238 |  -0.0198 |  0.0070 |  -0.2351 |  0.0274 |
| C_20240702_222649_W_5214CB02.VIS.bin_02_01_stars2_mom.cat    |    1.992 |   0.0265 | -0.0228 |  -0.0330 |  0.0100 |  -0.2338 |  0.0345 |
| C_20240702_224435_W_5214CB86.VIS.bin_01_01_stars2_mom.cat    |    1.969 |   0.0276 | -0.0208 |  -0.0224 |  0.0069 |  -0.2331 |  0.0269 |
| C_20240702_230221_W_5214CC00.VIS.bin_01_01_stars2_mom.cat    |    1.974 |   0.0283 | -0.0208 |  -0.0220 |  0.0065 |  -0.2278 |  0.0296 |
| C_20240702_232259_W_5214CC82.VIS.bin_01_01_stars2_mom.cat    |    1.966 |   0.0291 | -0.0125 |  -0.0217 |  0.0059 |  -0.2291 |  0.0286 |
| C_20240702_232259_W_5214CC82.VIS.bin_02_01_stars2_mom.cat    |    1.957 |   0.0275 | -0.0119 |  -0.0225 | -0.0030 |  -0.2317 |  0.0319 |
| C_20240702_234045_W_5214CD02.VIS.bin_01_01_stars2_mom.cat    |    1.967 |   0.0288 | -0.0170 |  -0.0172 |  0.0048 |  -0.2374 |  0.0396 |
| C_20240702_234045_W_5214CD02.VIS.bin_02_01_stars2_mom.cat    |    1.951 |   0.0267 | -0.0123 |  -0.0170 |  0.0027 |  -0.2357 |  0.0417 |
| C_20240702_235831_W_5214CD84.VIS.bin_01_01_stars2_mom.cat    |    1.979 |   0.0328 | -0.0159 |  -0.0230 |  0.0051 |  -0.2358 |  0.0318 |
| C_20240703_001617_W_5214CE08.VIS.bin_01_01_stars2_mom.cat    |    1.963 |   0.0294 | -0.0143 |  -0.0177 |  0.0041 |  -0.2349 |  0.0364 |
| C_20240703_003705_W_5214CE82.VIS.bin_01_01_stars2_mom.cat    |    1.986 |   0.0330 | -0.0231 |  -0.0210 |  0.0081 |  -0.2340 |  0.0216 |
| C_20240703_003705_W_5214CE82.VIS.bin_02_01_stars2_mom.cat    |    1.988 |   0.0243 | -0.0251 |  -0.0284 | -0.0001 |  -0.2308 |  0.0211 |
| C_20240703_005451_W_5214CF02.VIS.bin_01_01_stars2_mom.cat    |    1.982 |   0.0316 | -0.0139 |  -0.0213 |  0.0054 |  -0.2364 |  0.0254 |
| C_20240703_005451_W_5214CF02.VIS.bin_02_01_stars2_mom.cat    |    1.960 |   0.0249 | -0.0203 |  -0.0163 |  0.0014 |  -0.2369 |  0.0191 |
| C_20240703_011237_W_5214CF86.VIS.bin_01_01_stars2_mom.cat    |    1.987 |   0.0318 | -0.0156 |  -0.0225 |  0.0065 |  -0.2364 |  0.0267 |
| C_20240703_013023_W_5214D000.VIS.bin_01_01_stars2_mom.cat    |    1.978 |   0.0326 | -0.0164 |  -0.0177 |  0.0055 |  -0.2312 |  0.0262 |
| C_20240703_015101_W_5214D082.VIS.bin_01_01_stars2_mom.cat    |    1.971 |   0.0305 | -0.0179 |  -0.0174 |  0.0061 |  -0.2365 |  0.0279 |
| C_20240703_015101_W_5214D082.VIS.bin_02_01_stars2_mom.cat    |    1.969 |   0.0320 | -0.0079 |  -0.0210 |  0.0023 |  -0.2395 |  0.0257 |
| C_20240703_020847_W_5214D102.VIS.bin_01_01_stars2_mom.cat    |    1.984 |   0.0330 | -0.0222 |  -0.0209 |  0.0073 |  -0.2341 |  0.0231 |
| C_20240703_020847_W_5214D102.VIS.bin_02_01_stars2_mom.cat    |    1.997 |   0.0300 | -0.0245 |  -0.0268 |  0.0012 |  -0.2298 |  0.0355 |
| C_20240703_022633_W_5214D184.VIS.bin_01_01_stars2_mom.cat    |    1.967 |   0.0306 | -0.0208 |  -0.0178 |  0.0058 |  -0.2338 |  0.0312 |
| C_20240703_024419_W_5214D200.VIS.bin_01_01_stars2_mom.cat    |    1.984 |   0.0311 | -0.0189 |  -0.0183 |  0.0058 |  -0.2332 |  0.0325 |
| C_20240703_030457_W_5214D282.VIS.bin_01_01_stars2_mom.cat    |    1.978 |   0.0376 | -0.0200 |  -0.0214 |  0.0050 |  -0.2308 |  0.0298 |
| C_20240703_030457_W_5214D282.VIS.bin_02_01_stars2_mom.cat    |    1.966 |   0.0310 | -0.0203 |  -0.0197 | -0.0019 |  -0.2338 |  0.0385 |
| C_20240703_032243_W_5214D302.VIS.bin_01_01_stars2_mom.cat    |    1.994 |   0.0327 | -0.0206 |  -0.0250 |  0.0071 |  -0.2306 |  0.0269 |
| C_20240703_032243_W_5214D302.VIS.bin_02_01_stars2_mom.cat    |    1.970 |   0.0318 | -0.0265 |  -0.0180 | -0.0025 |  -0.2369 |  0.0339 |
| C_20240703_034029_W_5214D386.VIS.bin_01_01_stars2_mom.cat    |    1.972 |   0.0307 | -0.0217 |  -0.0187 |  0.0046 |  -0.2369 |  0.0312 |
| C_20240703_035815_W_5214D408.VIS.bin_01_01_stars2_mom.cat    |    1.977 |   0.0302 | -0.0243 |  -0.0193 |  0.0059 |  -0.2330 |  0.0312 |
| C_20240703_041853_W_5214D482.VIS.bin_01_01_stars2_mom.cat    |    1.990 |   0.0339 | -0.0233 |  -0.0244 |  0.0078 |  -0.2323 |  0.0206 |
| C_20240703_041853_W_5214D482.VIS.bin_02_01_stars2_mom.cat    |    1.970 |   0.0297 | -0.0218 |  -0.0151 | -0.0003 |  -0.2386 |  0.0333 |
| C_20240703_043639_W_5214D502.VIS.bin_01_01_stars2_mom.cat    |    1.978 |   0.0352 | -0.0263 |  -0.0213 |  0.0081 |  -0.2356 |  0.0278 |
| C_20240703_043639_W_5214D502.VIS.bin_02_01_stars2_mom.cat    |    1.980 |   0.0323 | -0.0152 |  -0.0236 | -0.0019 |  -0.2329 |  0.0246 |
| C_20240703_045425_W_5214D584.VIS.bin_01_01_stars2_mom.cat    |    1.978 |   0.0308 | -0.0228 |  -0.0208 |  0.0060 |  -0.2386 |  0.0280 |
| C_20240703_051211_W_5214D600.VIS.bin_01_01_stars2_mom.cat    |    1.979 |   0.0319 | -0.0224 |  -0.0192 |  0.0077 |  -0.2424 |  0.0300 |
| C_20240703_053249_W_5214D682.VIS.bin_01_01_stars2_mom.cat    |    1.983 |   0.0349 | -0.0235 |  -0.0199 |  0.0048 |  -0.2332 |  0.0315 |
| C_20240703_053249_W_5214D682.VIS.bin_02_01_stars2_mom.cat    |    1.975 |   0.0206 | -0.0183 |  -0.0325 | -0.0019 |  -0.2283 |  0.0280 |
| C_20240703_055035_W_5214D702.VIS.bin_01_01_stars2_mom.cat    |    1.984 |   0.0294 | -0.0206 |  -0.0210 |  0.0052 |  -0.2308 |  0.0319 |
| C_20240703_055035_W_5214D702.VIS.bin_02_01_stars2_mom.cat    |    1.968 |   0.0273 | -0.0255 |  -0.0206 |  0.0011 |  -0.2376 |  0.0274 |
| C_20240703_060821_W_5214D786.VIS.bin_01_01_stars2_mom.cat    |    1.979 |   0.0319 | -0.0162 |  -0.0214 |  0.0060 |  -0.2307 |  0.0378 |
| C_20240703_062607_W_5214D808.VIS.bin_01_01_stars2_mom.cat    |    1.984 |   0.0307 | -0.0183 |  -0.0206 |  0.0049 |  -0.2339 |  0.0303 |
| C_20240703_064646_W_5214D882.VIS.bin_01_01_stars2_mom.cat    |    1.976 |   0.0314 | -0.0177 |  -0.0218 |  0.0044 |  -0.2263 |  0.0276 |
| C_20240703_064646_W_5214D882.VIS.bin_02_01_stars2_mom.cat    |    2.005 |   0.0375 | -0.0231 |  -0.0272 | -0.0015 |  -0.2351 |  0.0226 |
| C_20240703_070432_W_5214D902.VIS.bin_01_01_stars2_mom.cat    |    1.981 |   0.0323 | -0.0191 |  -0.0239 |  0.0052 |  -0.2356 |  0.0303 |
| C_20240703_070432_W_5214D902.VIS.bin_02_01_stars2_mom.cat    |    1.987 |   0.0310 | -0.0280 |  -0.0208 |  0.0035 |  -0.2361 |  0.0266 |
| C_20240703_072218_W_5214D984.VIS.bin_01_01_stars2_mom.cat    |    1.969 |   0.0315 | -0.0235 |  -0.0232 |  0.0035 |  -0.2385 |  0.0270 |
| C_20240703_074004_W_5214DA00.VIS.bin_01_01_stars2_mom.cat    |    1.967 |   0.0343 | -0.0172 |  -0.0199 |  0.0047 |  -0.2410 |  0.0302 |
| C_20240703_080042_W_5214DA82.VIS.bin_01_01_stars2_mom.cat    |    1.987 |   0.0311 | -0.0211 |  -0.0222 |  0.0077 |  -0.2379 |  0.0277 |
| C_20240703_080042_W_5214DA82.VIS.bin_02_01_stars2_mom.cat    |    1.950 |   0.0222 | -0.0129 |  -0.0199 |  0.0025 |  -0.2338 |  0.0297 |
| C_20240703_081828_W_5214DB02.VIS.bin_01_01_stars2_mom.cat    |    1.994 |   0.0275 | -0.0183 |  -0.0209 |  0.0031 |  -0.2295 |  0.0273 |
| C_20240703_081828_W_5214DB02.VIS.bin_02_01_stars2_mom.cat    |    1.939 |   0.0263 | -0.0210 |  -0.0182 | -0.0038 |  -0.2327 |  0.0295 |
| C_20240703_083614_W_5214DB86.VIS.bin_01_01_stars2_mom.cat    |    1.979 |   0.0369 | -0.0200 |  -0.0188 |  0.0024 |  -0.2332 |  0.0355 |
| C_20240703_085400_W_5214DC08.VIS.bin_01_01_stars2_mom.cat    |    1.989 |   0.0296 | -0.0216 |  -0.0238 |  0.0064 |  -0.2336 |  0.0326 |
| C_20240703_091438_W_5214DC82.VIS.bin_01_01_stars2_mom.cat    |    1.975 |   0.0387 | -0.0201 |  -0.0220 |  0.0061 |  -0.2384 |  0.0308 |
| C_20240703_091438_W_5214DC82.VIS.bin_02_01_stars2_mom.cat    |    1.996 |   0.0316 | -0.0154 |  -0.0298 |  0.0066 |  -0.2366 |  0.0219 |
| C_20240703_093224_W_5214DD02.VIS.bin_01_01_stars2_mom.cat    |    1.971 |   0.0325 | -0.0215 |  -0.0237 |  0.0077 |  -0.2341 |  0.0298 |
| C_20240703_093224_W_5214DD02.VIS.bin_02_01_stars2_mom.cat    |    1.995 |   0.0318 | -0.0260 |  -0.0251 | -0.0035 |  -0.2389 |  0.0271 |
| C_20240703_095010_W_5214DD84.VIS.bin_01_01_stars2_mom.cat    |    1.974 |   0.0339 | -0.0197 |  -0.0165 |  0.0026 |  -0.2372 |  0.0247 |
| C_20240703_100756_W_5214DE00.VIS.bin_01_01_stars2_mom.cat    |    1.980 |   0.0337 | -0.0217 |  -0.0197 |  0.0028 |  -0.2366 |  0.0267 |
| C_20240703_102842_W_5214DE82.VIS.bin_01_01_stars2_mom.cat    |    1.979 |   0.0314 | -0.0188 |  -0.0219 |  0.0057 |  -0.2377 |  0.0213 |
| C_20240703_102842_W_5214DE82.VIS.bin_02_01_stars2_mom.cat    |    1.970 |   0.0276 | -0.0154 |  -0.0230 |  0.0033 |  -0.2300 |  0.0227 |
| C_20240703_104628_W_5214DF02.VIS.bin_01_01_stars2_mom.cat    |    1.968 |   0.0324 | -0.0184 |  -0.0188 |  0.0073 |  -0.2399 |  0.0289 |
| C_20240703_104628_W_5214DF02.VIS.bin_02_01_stars2_mom.cat    |    1.970 |   0.0289 | -0.0183 |  -0.0199 |  0.0018 |  -0.2393 |  0.0245 |
| C_20240703_110414_W_5214DF86.VIS.bin_01_01_stars2_mom.cat    |    1.966 |   0.0296 | -0.0151 |  -0.0231 |  0.0073 |  -0.2355 |  0.0370 |
| C_20240703_112200_W_5214E000.VIS.bin_01_01_stars2_mom.cat    |    1.978 |   0.0321 | -0.0094 |  -0.0175 |  0.0074 |  -0.2343 |  0.0317 |
| C_20240703_114231_W_5214E082.VIS.bin_01_01_stars2_mom.cat    |    1.987 |   0.0325 | -0.0174 |  -0.0201 |  0.0049 |  -0.2398 |  0.0215 |
| C_20240703_114231_W_5214E082.VIS.bin_02_01_stars2_mom.cat    |    1.976 |   0.0270 | -0.0232 |  -0.0217 |  0.0008 |  -0.2416 |  0.0168 |
| C_20240703_120017_W_5214E102.VIS.bin_01_01_stars2_mom.cat    |    2.002 |   0.0335 | -0.0214 |  -0.0260 |  0.0076 |  -0.2387 |  0.0290 |
| C_20240703_120017_W_5214E102.VIS.bin_02_01_stars2_mom.cat    |    2.037 |   0.0283 | -0.0123 |  -0.0521 | -0.0019 |  -0.2205 |  0.0198 |
| C_20240703_121803_W_5214E184.VIS.bin_01_01_stars2_mom.cat    |    1.994 |   0.0360 | -0.0220 |  -0.0202 |  0.0070 |  -0.2324 |  0.0261 |
| C_20240703_123549_W_5214E208.VIS.bin_01_01_stars2_mom.cat    |    2.002 |   0.0341 | -0.0227 |  -0.0214 |  0.0069 |  -0.2344 |  0.0320 |
| C_20240703_125622_W_5214E282.VIS.bin_01_01_stars2_mom.cat    |    1.990 |   0.0306 | -0.0196 |  -0.0209 |  0.0044 |  -0.2312 |  0.0306 |
| C_20240703_125622_W_5214E282.VIS.bin_02_01_stars2_mom.cat    |    1.974 |   0.0315 | -0.0131 |  -0.0255 |  0.0007 |  -0.2346 |  0.0303 |
| C_20240703_131408_W_5214E302.VIS.bin_01_01_stars2_mom.cat    |    7.255 |   0.2202 | -0.4644 |  -0.2883 | -0.2215 |  -0.5318 |  0.1486 |
| C_20240703_131408_W_5214E302.VIS.bin_02_01_stars2_mom.cat    |    3.534 |  -0.0302 | -0.0183 |  -0.1706 |  0.3918 |  -0.0574 | -0.0708 |
| C_20240703_133154_W_5214E386.VIS.bin_01_01_stars2_mom.cat    |    1.984 |   0.0347 | -0.0188 |  -0.0196 |  0.0042 |  -0.2318 |  0.0299 |
