image ; R2 ; e1 ; e2 ; score ; EASname 
C_20240713_000501_W_52166F06.VIS.bin_01_01_  ;    1.978 ;  -0.0209 ;   0.0082 ;    21.64 ;  EUC_LE1_VIS-02594-1-W_20240713T000501.000000Z_01_01_01.00_EUCLIDSOC
C_20240713_002247_W_52166F88.VIS.bin_01_01_  ;    3.826 ;  -0.0916 ;   0.1205 ; 15606.13 ;  EUC_LE1_VIS-02594-1-W_20240713T002247.000000Z_01_01_01.00_EUCLIDSOC
C_20240713_004318_W_52167002.VIS.bin_01_01_  ;    1.997 ;  -0.0268 ;   0.0053 ;    19.32 ;  EUC_LE1_VIS-02595-1-W_20240713T004318.000000Z_01_01_01.00_EUCLIDSOC
C_20240713_004318_W_52167002.VIS.bin_02_01_  ;    1.964 ;  -0.0208 ;   0.0036 ;     9.78 ;  EUC_LE1_VIS-02595-1-W_20240713T004318.000000Z_02_01_01.00_EUCLIDSOC
C_20240713_010104_W_52167082.VIS.bin_01_01_  ;    1.975 ;  -0.0183 ;   0.0082 ;    24.15 ;  EUC_LE1_VIS-02595-1-W_20240713T010104.000000Z_01_01_01.00_EUCLIDSOC
C_20240713_010104_W_52167082.VIS.bin_02_01_  ;    1.968 ;  -0.0219 ;   0.0038 ;    10.21 ;  EUC_LE1_VIS-02595-1-W_20240713T010104.000000Z_02_01_01.00_EUCLIDSOC
C_20240713_011850_W_52167104.VIS.bin_01_01_  ;    1.977 ;  -0.0203 ;   0.0067 ;    19.36 ;  EUC_LE1_VIS-02595-1-W_20240713T011850.000000Z_01_01_01.00_EUCLIDSOC
C_20240713_013636_W_52167180.VIS.bin_01_01_  ;    1.983 ;  -0.0244 ;   0.0092 ;    21.65 ;  EUC_LE1_VIS-02595-1-W_20240713T013636.000000Z_01_01_01.00_EUCLIDSOC
C_20240713_015706_W_52167202.VIS.bin_01_01_  ;    1.966 ;  -0.0191 ;   0.0063 ;    15.08 ;  EUC_LE1_VIS-02596-1-W_20240713T015706.000000Z_01_01_01.00_EUCLIDSOC
C_20240713_015706_W_52167202.VIS.bin_02_01_  ;    1.969 ;  -0.0251 ;   0.0043 ;     7.65 ;  EUC_LE1_VIS-02596-1-W_20240713T015706.000000Z_02_01_01.00_EUCLIDSOC
C_20240713_021452_W_52167282.VIS.bin_01_01_  ;    1.987 ;  -0.0220 ;   0.0068 ;    22.43 ;  EUC_LE1_VIS-02596-1-W_20240713T021452.000000Z_01_01_01.00_EUCLIDSOC
C_20240713_021452_W_52167282.VIS.bin_02_01_  ;    1.955 ;  -0.0147 ;  -0.0011 ;    16.96 ;  EUC_LE1_VIS-02596-1-W_20240713T021452.000000Z_02_01_01.00_EUCLIDSOC
C_20240713_023238_W_52167306.VIS.bin_01_01_  ;    1.981 ;  -0.0200 ;   0.0064 ;    21.62 ;  EUC_LE1_VIS-02596-1-W_20240713T023238.000000Z_01_01_01.00_EUCLIDSOC
C_20240713_025024_W_52167388.VIS.bin_01_01_  ;    1.992 ;  -0.0277 ;   0.0066 ;    17.19 ;  EUC_LE1_VIS-02596-1-W_20240713T025024.000000Z_01_01_01.00_EUCLIDSOC
C_20240713_031054_W_52167402.VIS.bin_01_01_  ;    1.988 ;  -0.0201 ;   0.0042 ;    23.55 ;  EUC_LE1_VIS-02597-1-W_20240713T031054.000000Z_01_01_01.00_EUCLIDSOC
C_20240713_031054_W_52167402.VIS.bin_02_01_  ;    1.982 ;  -0.0232 ;   0.0025 ;    14.87 ;  EUC_LE1_VIS-02597-1-W_20240713T031054.000000Z_02_01_01.00_EUCLIDSOC
C_20240713_032840_W_52167482.VIS.bin_01_01_  ;    1.985 ;  -0.0215 ;   0.0078 ;    23.78 ;  EUC_LE1_VIS-02597-1-W_20240713T032840.000000Z_01_01_01.00_EUCLIDSOC
C_20240713_032840_W_52167482.VIS.bin_02_01_  ;    2.011 ;  -0.0337 ;  -0.0027 ;    23.55 ;  EUC_LE1_VIS-02597-1-W_20240713T032840.000000Z_02_01_01.00_EUCLIDSOC
C_20240713_034626_W_52167504.VIS.bin_01_01_  ;    1.976 ;  -0.0187 ;   0.0056 ;    19.97 ;  EUC_LE1_VIS-02597-1-W_20240713T034626.000000Z_01_01_01.00_EUCLIDSOC
C_20240713_040412_W_52167580.VIS.bin_01_01_  ;    1.980 ;  -0.0176 ;   0.0081 ;    28.14 ;  EUC_LE1_VIS-02597-1-W_20240713T040412.000000Z_01_01_01.00_EUCLIDSOC
C_20240713_042510_W_52167602.VIS.bin_01_01_  ;    1.974 ;  -0.0195 ;   0.0042 ;    16.46 ;  EUC_LE1_VIS-02598-1-W_20240713T042510.000000Z_01_01_01.00_EUCLIDSOC
C_20240713_042510_W_52167602.VIS.bin_02_01_  ;    1.973 ;  -0.0197 ;   0.0026 ;    15.24 ;  EUC_LE1_VIS-02598-1-W_20240713T042510.000000Z_02_01_01.00_EUCLIDSOC
C_20240713_044256_W_52167682.VIS.bin_01_01_  ;    1.981 ;  -0.0232 ;   0.0064 ;    16.87 ;  EUC_LE1_VIS-02598-1-W_20240713T044256.000000Z_01_01_01.00_EUCLIDSOC
C_20240713_044256_W_52167682.VIS.bin_02_01_  ;    2.001 ;  -0.0351 ;   0.0051 ;    13.46 ;  EUC_LE1_VIS-02598-1-W_20240713T044256.000000Z_02_01_01.00_EUCLIDSOC
C_20240713_050042_W_52167706.VIS.bin_01_01_  ;    1.985 ;  -0.0188 ;   0.0023 ;    23.66 ;  EUC_LE1_VIS-02598-1-W_20240713T050042.000000Z_01_01_01.00_EUCLIDSOC
C_20240713_051828_W_52167788.VIS.bin_01_01_  ;    1.980 ;  -0.0218 ;   0.0046 ;    16.42 ;  EUC_LE1_VIS-02598-1-W_20240713T051828.000000Z_01_01_01.00_EUCLIDSOC
C_20240713_053858_W_52167802.VIS.bin_01_01_  ;    1.979 ;  -0.0257 ;   0.0052 ;    11.66 ;  EUC_LE1_VIS-02599-1-W_20240713T053858.000000Z_01_01_01.00_EUCLIDSOC
C_20240713_053858_W_52167802.VIS.bin_02_01_  ;    1.957 ;  -0.0196 ;  -0.0006 ;    10.38 ;  EUC_LE1_VIS-02599-1-W_20240713T053858.000000Z_02_01_01.00_EUCLIDSOC
C_20240713_055644_W_52167882.VIS.bin_01_01_  ;    1.969 ;  -0.0180 ;   0.0067 ;    18.76 ;  EUC_LE1_VIS-02599-1-W_20240713T055644.000000Z_01_01_01.00_EUCLIDSOC
C_20240713_055644_W_52167882.VIS.bin_02_01_  ;    1.972 ;  -0.0209 ;   0.0038 ;    13.25 ;  EUC_LE1_VIS-02599-1-W_20240713T055644.000000Z_02_01_01.00_EUCLIDSOC
C_20240713_061430_W_52167904.VIS.bin_01_01_  ;    1.974 ;  -0.0193 ;   0.0054 ;    17.70 ;  EUC_LE1_VIS-02599-1-W_20240713T061430.000000Z_01_01_01.00_EUCLIDSOC
C_20240713_063216_W_52167980.VIS.bin_01_01_  ;    1.980 ;  -0.0241 ;   0.0051 ;    13.79 ;  EUC_LE1_VIS-02599-1-W_20240713T063216.000000Z_01_01_01.00_EUCLIDSOC
C_20240713_065314_W_52167A02.VIS.bin_01_01_  ;    1.986 ;  -0.0232 ;   0.0069 ;    20.21 ;  EUC_LE1_VIS-02600-1-W_20240713T065314.000000Z_01_01_01.00_EUCLIDSOC
C_20240713_065314_W_52167A02.VIS.bin_02_01_  ;    1.949 ;  -0.0195 ;   0.0003 ;     6.79 ;  EUC_LE1_VIS-02600-1-W_20240713T065314.000000Z_02_01_01.00_EUCLIDSOC
C_20240713_071100_W_52167A82.VIS.bin_01_01_  ;    1.984 ;  -0.0212 ;   0.0060 ;    20.87 ;  EUC_LE1_VIS-02600-1-W_20240713T071100.000000Z_01_01_01.00_EUCLIDSOC
C_20240713_071100_W_52167A82.VIS.bin_02_01_  ;    1.974 ;  -0.0291 ;  -0.0008 ;     8.43 ;  EUC_LE1_VIS-02600-1-W_20240713T071100.000000Z_02_01_01.00_EUCLIDSOC
C_20240713_072846_W_52167B06.VIS.bin_01_01_  ;    1.976 ;  -0.0208 ;   0.0063 ;    17.53 ;  EUC_LE1_VIS-02600-1-W_20240713T072846.000000Z_01_01_01.00_EUCLIDSOC
C_20240713_074632_W_52167B80.VIS.bin_01_01_  ;    1.995 ;  -0.0257 ;   0.0052 ;    19.58 ;  EUC_LE1_VIS-02600-1-W_20240713T074632.000000Z_01_01_01.00_EUCLIDSOC
C_20240713_080706_W_52167C02.VIS.bin_01_01_  ;    1.986 ;  -0.0242 ;   0.0083 ;    21.39 ;  EUC_LE1_VIS-02601-1-W_20240713T080706.000000Z_01_01_01.00_EUCLIDSOC
C_20240713_080706_W_52167C02.VIS.bin_02_01_  ;    1.963 ;  -0.0235 ;   0.0030 ;     6.51 ;  EUC_LE1_VIS-02601-1-W_20240713T080706.000000Z_02_01_01.00_EUCLIDSOC
C_20240713_082452_W_52167C82.VIS.bin_01_01_  ;    1.982 ;  -0.0243 ;   0.0064 ;    15.97 ;  EUC_LE1_VIS-02601-1-W_20240713T082452.000000Z_01_01_01.00_EUCLIDSOC
C_20240713_082452_W_52167C82.VIS.bin_02_01_  ;    1.971 ;  -0.0250 ;   0.0038 ;     8.22 ;  EUC_LE1_VIS-02601-1-W_20240713T082452.000000Z_02_01_01.00_EUCLIDSOC
C_20240713_084238_W_52167D04.VIS.bin_01_01_  ;    1.976 ;  -0.0164 ;   0.0067 ;    25.51 ;  EUC_LE1_VIS-02601-1-W_20240713T084238.000000Z_01_01_01.00_EUCLIDSOC
C_20240713_090024_W_52167D88.VIS.bin_01_01_  ;    1.985 ;  -0.0241 ;   0.0068 ;    18.30 ;  EUC_LE1_VIS-02601-1-W_20240713T090024.000000Z_01_01_01.00_EUCLIDSOC
C_20240713_092055_W_52167E02.VIS.bin_01_01_  ;    1.979 ;  -0.0198 ;   0.0077 ;    22.92 ;  EUC_LE1_VIS-02602-1-W_20240713T092055.000000Z_01_01_01.00_EUCLIDSOC
C_20240713_092055_W_52167E02.VIS.bin_02_01_  ;    1.962 ;  -0.0215 ;   0.0055 ;     9.51 ;  EUC_LE1_VIS-02602-1-W_20240713T092055.000000Z_02_01_01.00_EUCLIDSOC
C_20240713_093841_W_52167E82.VIS.bin_01_01_  ;    1.992 ;  -0.0242 ;   0.0060 ;    20.86 ;  EUC_LE1_VIS-02602-1-W_20240713T093841.000000Z_01_01_01.00_EUCLIDSOC
C_20240713_093841_W_52167E82.VIS.bin_02_01_  ;    1.948 ;  -0.0160 ;  -0.0007 ;    11.55 ;  EUC_LE1_VIS-02602-1-W_20240713T093841.000000Z_02_01_01.00_EUCLIDSOC
C_20240713_095627_W_52167F06.VIS.bin_01_01_  ;    1.996 ;  -0.0241 ;   0.0076 ;    25.82 ;  EUC_LE1_VIS-02602-1-W_20240713T095627.000000Z_01_01_01.00_EUCLIDSOC
C_20240713_103448_W_52168002.VIS.bin_01_01_  ;    1.973 ;  -0.0178 ;   0.0055 ;    19.71 ;  EUC_LE1_VIS-02603-1-W_20240713T103448.000000Z_01_01_01.00_EUCLIDSOC
C_20240713_103448_W_52168002.VIS.bin_02_01_  ;    1.949 ;  -0.0167 ;   0.0021 ;     8.89 ;  EUC_LE1_VIS-02603-1-W_20240713T103448.000000Z_02_01_01.00_EUCLIDSOC
C_20240713_105234_W_52168082.VIS.bin_01_01_  ;    1.985 ;  -0.0198 ;   0.0078 ;    26.63 ;  EUC_LE1_VIS-02603-1-W_20240713T105234.000000Z_01_01_01.00_EUCLIDSOC
C_20240713_105234_W_52168082.VIS.bin_02_01_  ;    1.934 ;  -0.0167 ;   0.0021 ;     4.31 ;  EUC_LE1_VIS-02603-1-W_20240713T105234.000000Z_02_01_01.00_EUCLIDSOC
C_20240713_111020_W_52168104.VIS.bin_01_01_  ;    1.979 ;  -0.0192 ;   0.0058 ;    21.05 ;  EUC_LE1_VIS-02603-1-W_20240713T111020.000000Z_01_01_01.00_EUCLIDSOC
C_20240713_112806_W_52168180.VIS.bin_01_01_  ;    1.965 ;  -0.0173 ;   0.0066 ;    17.70 ;  EUC_LE1_VIS-02603-1-W_20240713T112806.000000Z_01_01_01.00_EUCLIDSOC
C_20240713_114840_W_52168202.VIS.bin_01_01_  ;    1.983 ;  -0.0207 ;   0.0085 ;    25.34 ;  EUC_LE1_VIS-02604-1-W_20240713T114840.000000Z_01_01_01.00_EUCLIDSOC
C_20240713_114840_W_52168202.VIS.bin_02_01_  ;    1.962 ;  -0.0209 ;  -0.0005 ;    10.69 ;  EUC_LE1_VIS-02604-1-W_20240713T114840.000000Z_02_01_01.00_EUCLIDSOC
C_20240713_120626_W_52168282.VIS.bin_01_01_  ;    1.973 ;  -0.0184 ;   0.0070 ;    20.69 ;  EUC_LE1_VIS-02604-1-W_20240713T120626.000000Z_01_01_01.00_EUCLIDSOC
C_20240713_120626_W_52168282.VIS.bin_02_01_  ;    1.953 ;  -0.0181 ;   0.0001 ;     9.87 ;  EUC_LE1_VIS-02604-1-W_20240713T120626.000000Z_02_01_01.00_EUCLIDSOC
C_20240713_122412_W_52168306.VIS.bin_01_01_  ;    1.978 ;  -0.0189 ;   0.0043 ;    19.68 ;  EUC_LE1_VIS-02604-1-W_20240713T122412.000000Z_01_01_01.00_EUCLIDSOC
C_20240713_124158_W_52168388.VIS.bin_01_01_  ;    1.974 ;  -0.0170 ;   0.0049 ;    21.13 ;  EUC_LE1_VIS-02604-1-W_20240713T124158.000000Z_01_01_01.00_EUCLIDSOC
C_20240713_130229_W_52168402.VIS.bin_01_01_  ;    1.979 ;  -0.0200 ;   0.0068 ;    21.07 ;  EUC_LE1_VIS-02605-1-W_20240713T130229.000000Z_01_01_01.00_EUCLIDSOC
C_20240713_130229_W_52168402.VIS.bin_02_01_  ;    1.958 ;  -0.0147 ;   0.0005 ;    16.58 ;  EUC_LE1_VIS-02605-1-W_20240713T130229.000000Z_02_01_01.00_EUCLIDSOC
C_20240713_132015_W_52168482.VIS.bin_01_01_  ;    1.982 ;  -0.0230 ;   0.0054 ;    16.46 ;  EUC_LE1_VIS-02605-1-W_20240713T132015.000000Z_01_01_01.00_EUCLIDSOC
C_20240713_132015_W_52168482.VIS.bin_02_01_  ;    1.957 ;  -0.0204 ;   0.0017 ;     7.62 ;  EUC_LE1_VIS-02605-1-W_20240713T132015.000000Z_02_01_01.00_EUCLIDSOC
C_20240713_133801_W_52168504.VIS.bin_01_01_  ;    1.977 ;  -0.0204 ;   0.0036 ;    16.40 ;  EUC_LE1_VIS-02605-1-W_20240713T133801.000000Z_01_01_01.00_EUCLIDSOC
C_20240713_135547_W_52168580.VIS.bin_01_01_  ;    1.978 ;  -0.0210 ;   0.0051 ;    16.94 ;  EUC_LE1_VIS-02605-1-W_20240713T135547.000000Z_01_01_01.00_EUCLIDSOC
C_20240713_141627_W_52168602.VIS.bin_01_01_  ;    1.980 ;  -0.0228 ;   0.0039 ;    14.64 ;  EUC_LE1_VIS-02606-1-W_20240713T141627.000000Z_01_01_01.00_EUCLIDSOC
C_20240713_143413_W_52168682.VIS.bin_01_01_  ;    1.980 ;  -0.0233 ;   0.0073 ;    17.64 ;  EUC_LE1_VIS-02606-1-W_20240713T143413.000000Z_01_01_01.00_EUCLIDSOC
C_20240713_145159_W_52168706.VIS.bin_01_01_  ;    1.976 ;  -0.0179 ;   0.0056 ;    21.34 ;  EUC_LE1_VIS-02606-1-W_20240713T145159.000000Z_01_01_01.00_EUCLIDSOC
C_20240713_150945_W_52168788.VIS.bin_01_01_  ;    1.980 ;  -0.0197 ;   0.0042 ;    19.43 ;  EUC_LE1_VIS-02606-1-W_20240713T150945.000000Z_01_01_01.00_EUCLIDSOC
C_20240713_153049_W_52168802.VIS.bin_01_01_  ;    1.990 ;  -0.0223 ;   0.0044 ;    21.13 ;  EUC_LE1_VIS-02607-1-W_20240713T153049.000000Z_01_01_01.00_EUCLIDSOC
C_20240713_153049_W_52168802.VIS.bin_02_01_  ;    1.979 ;  -0.0270 ;   0.0105 ;    20.62 ;  EUC_LE1_VIS-02607-1-W_20240713T153049.000000Z_02_01_01.00_EUCLIDSOC
C_20240713_154835_W_52168882.VIS.bin_01_01_  ;    1.992 ;  -0.0254 ;   0.0060 ;    19.18 ;  EUC_LE1_VIS-02607-1-W_20240713T154835.000000Z_01_01_01.00_EUCLIDSOC
C_20240713_154835_W_52168882.VIS.bin_02_01_  ;    1.972 ;  -0.0201 ;   0.0053 ;    15.38 ;  EUC_LE1_VIS-02607-1-W_20240713T154835.000000Z_02_01_01.00_EUCLIDSOC
C_20240713_160621_W_52168904.VIS.bin_01_01_  ;    1.991 ;  -0.0220 ;   0.0054 ;    23.05 ;  EUC_LE1_VIS-02607-1-W_20240713T160621.000000Z_01_01_01.00_EUCLIDSOC
C_20240713_162407_W_52168980.VIS.bin_01_01_  ;    1.981 ;  -0.0202 ;   0.0059 ;    20.65 ;  EUC_LE1_VIS-02607-1-W_20240713T162407.000000Z_01_01_01.00_EUCLIDSOC
C_20240713_164510_W_52168A02.VIS.bin_01_01_  ;    1.982 ;  -0.0249 ;   0.0051 ;    13.78 ;  EUC_LE1_VIS-02608-1-W_20240713T164510.000000Z_01_01_01.00_EUCLIDSOC
C_20240713_164510_W_52168A02.VIS.bin_02_01_  ;    1.959 ;  -0.0177 ;   0.0003 ;    12.62 ;  EUC_LE1_VIS-02608-1-W_20240713T164510.000000Z_02_01_01.00_EUCLIDSOC
C_20240713_170256_W_52168A82.VIS.bin_01_01_  ;    1.974 ;  -0.0208 ;   0.0069 ;    17.40 ;  EUC_LE1_VIS-02608-1-W_20240713T170256.000000Z_01_01_01.00_EUCLIDSOC
C_20240713_170256_W_52168A82.VIS.bin_02_01_  ;    1.970 ;  -0.0292 ;   0.0024 ;     4.92 ;  EUC_LE1_VIS-02608-1-W_20240713T170256.000000Z_02_01_01.00_EUCLIDSOC
C_20240713_172042_W_52168B06.VIS.bin_01_01_  ;    1.970 ;  -0.0209 ;   0.0044 ;    12.62 ;  EUC_LE1_VIS-02608-1-W_20240713T172042.000000Z_01_01_01.00_EUCLIDSOC
C_20240713_173828_W_52168B88.VIS.bin_01_01_  ;    1.984 ;  -0.0228 ;   0.0080 ;    21.65 ;  EUC_LE1_VIS-02608-1-W_20240713T173828.000000Z_01_01_01.00_EUCLIDSOC
C_20240713_175906_W_52168C02.VIS.bin_01_01_  ;    1.981 ;  -0.0198 ;   0.0053 ;    20.67 ;  EUC_LE1_VIS-02609-1-W_20240713T175906.000000Z_01_01_01.00_EUCLIDSOC
C_20240713_175906_W_52168C02.VIS.bin_02_01_  ;    1.963 ;  -0.0157 ;   0.0023 ;    16.52 ;  EUC_LE1_VIS-02609-1-W_20240713T175906.000000Z_02_01_01.00_EUCLIDSOC
C_20240713_181652_W_52168C82.VIS.bin_01_01_  ;    1.978 ;  -0.0208 ;   0.0057 ;    17.84 ;  EUC_LE1_VIS-02609-1-W_20240713T181652.000000Z_01_01_01.00_EUCLIDSOC
C_20240713_181652_W_52168C82.VIS.bin_02_01_  ;    1.988 ;  -0.0284 ;  -0.0058 ;    25.47 ;  EUC_LE1_VIS-02609-1-W_20240713T181652.000000Z_02_01_01.00_EUCLIDSOC
C_20240713_183438_W_52168D04.VIS.bin_01_01_  ;    1.969 ;  -0.0175 ;   0.0061 ;    18.74 ;  EUC_LE1_VIS-02609-1-W_20240713T183438.000000Z_01_01_01.00_EUCLIDSOC
C_20240713_185224_W_52168D80.VIS.bin_01_01_  ;    1.990 ;  -0.0197 ;   0.0047 ;    25.90 ;  EUC_LE1_VIS-02609-1-W_20240713T185224.000000Z_01_01_01.00_EUCLIDSOC
C_20240713_191302_W_52168E02.VIS.bin_01_01_  ;    1.972 ;  -0.0186 ;   0.0061 ;    18.54 ;  EUC_LE1_VIS-02610-1-W_20240713T191302.000000Z_01_01_01.00_EUCLIDSOC
C_20240713_191302_W_52168E02.VIS.bin_02_01_  ;    1.981 ;  -0.0201 ;   0.0026 ;    18.94 ;  EUC_LE1_VIS-02610-1-W_20240713T191302.000000Z_02_01_01.00_EUCLIDSOC
C_20240713_193048_W_52168E82.VIS.bin_01_01_  ;    1.970 ;  -0.0198 ;   0.0045 ;    14.19 ;  EUC_LE1_VIS-02610-1-W_20240713T193048.000000Z_01_01_01.00_EUCLIDSOC
C_20240713_193048_W_52168E82.VIS.bin_02_01_  ;    1.983 ;  -0.0285 ;   0.0031 ;     9.65 ;  EUC_LE1_VIS-02610-1-W_20240713T193048.000000Z_02_01_01.00_EUCLIDSOC
C_20240713_194834_W_52168F06.VIS.bin_01_01_  ;    1.973 ;  -0.0221 ;   0.0048 ;    12.74 ;  EUC_LE1_VIS-02610-1-W_20240713T194834.000000Z_01_01_01.00_EUCLIDSOC
C_20240713_200620_W_52168F80.VIS.bin_01_01_  ;    1.980 ;  -0.0180 ;   0.0071 ;    25.57 ;  EUC_LE1_VIS-02610-1-W_20240713T200620.000000Z_01_01_01.00_EUCLIDSOC
C_20240713_202658_W_52169002.VIS.bin_01_01_  ;    1.988 ;  -0.0199 ;   0.0066 ;    26.31 ;  EUC_LE1_VIS-02611-1-W_20240713T202658.000000Z_01_01_01.00_EUCLIDSOC
C_20240713_202658_W_52169002.VIS.bin_02_01_  ;    1.966 ;  -0.0250 ;   0.0057 ;     7.91 ;  EUC_LE1_VIS-02611-1-W_20240713T202658.000000Z_02_01_01.00_EUCLIDSOC
C_20240713_204444_W_52169082.VIS.bin_01_01_  ;    1.975 ;  -0.0214 ;   0.0049 ;    14.68 ;  EUC_LE1_VIS-02611-1-W_20240713T204444.000000Z_01_01_01.00_EUCLIDSOC
C_20240713_204444_W_52169082.VIS.bin_02_01_  ;    1.977 ;  -0.0307 ;   0.0059 ;     8.08 ;  EUC_LE1_VIS-02611-1-W_20240713T204444.000000Z_02_01_01.00_EUCLIDSOC
C_20240713_210230_W_52169104.VIS.bin_01_01_  ;    1.973 ;  -0.0192 ;   0.0058 ;    17.76 ;  EUC_LE1_VIS-02611-1-W_20240713T210230.000000Z_01_01_01.00_EUCLIDSOC
C_20240713_214120_W_52169202.VIS.bin_01_01_  ;    1.976 ;  -0.0179 ;   0.0042 ;    20.20 ;  EUC_LE1_VIS-02612-1-W_20240713T214120.000000Z_01_01_01.00_EUCLIDSOC
C_20240713_214120_W_52169202.VIS.bin_02_01_  ;    1.973 ;  -0.0254 ;  -0.0004 ;    10.24 ;  EUC_LE1_VIS-02612-1-W_20240713T214120.000000Z_02_01_01.00_EUCLIDSOC
C_20240713_215906_W_52169282.VIS.bin_01_01_  ;    1.984 ;  -0.0202 ;   0.0070 ;    23.93 ;  EUC_LE1_VIS-02612-1-W_20240713T215906.000000Z_01_01_01.00_EUCLIDSOC
C_20240713_215906_W_52169282.VIS.bin_02_01_  ;    1.960 ;  -0.0188 ;  -0.0020 ;    14.66 ;  EUC_LE1_VIS-02612-1-W_20240713T215906.000000Z_02_01_01.00_EUCLIDSOC
C_20240713_225516_W_52169402.VIS.bin_01_01_  ;    1.982 ;  -0.0208 ;   0.0047 ;    19.09 ;  EUC_LE1_VIS-02613-1-W_20240713T225516.000000Z_01_01_01.00_EUCLIDSOC
C_20240713_225516_W_52169402.VIS.bin_02_01_  ;    1.972 ;  -0.0222 ;   0.0013 ;    11.75 ;  EUC_LE1_VIS-02613-1-W_20240713T225516.000000Z_02_01_01.00_EUCLIDSOC
C_20240713_231302_W_52169482.VIS.bin_01_01_  ;    1.994 ;  -0.0216 ;   0.0062 ;    26.55 ;  EUC_LE1_VIS-02613-1-W_20240713T231302.000000Z_01_01_01.00_EUCLIDSOC
C_20240713_231302_W_52169482.VIS.bin_02_01_  ;    1.980 ;  -0.0262 ;  -0.0019 ;    14.48 ;  EUC_LE1_VIS-02613-1-W_20240713T231302.000000Z_02_01_01.00_EUCLIDSOC
C_20240713_233048_W_52169504.VIS.bin_01_01_  ;    1.979 ;  -0.0181 ;   0.0078 ;    26.02 ;  EUC_LE1_VIS-02613-1-W_20240713T233048.000000Z_01_01_01.00_EUCLIDSOC
C_20240713_234834_W_52169580.VIS.bin_01_01_  ;    7.450 ;  -0.0661 ;  -0.5701 ; 189072.13 ;  EUC_LE1_VIS-02613-1-W_20240713T234834.000000Z_01_01_01.00_EUCLIDSOC
C_20240714_000912_W_52169602.VIS.bin_01_01_  ;    1.979 ;  -0.0199 ;   0.0068 ;    21.23 ;  EUC_LE1_VIS-02614-1-W_20240714T000912.000000Z_01_01_01.00_EUCLIDSOC
C_20240714_000912_W_52169602.VIS.bin_02_01_  ;    1.970 ;  -0.0195 ;  -0.0021 ;    18.41 ;  EUC_LE1_VIS-02614-1-W_20240714T000912.000000Z_02_01_01.00_EUCLIDSOC
C_20240714_002658_W_52169682.VIS.bin_01_01_  ;    1.969 ;  -0.0178 ;   0.0048 ;    16.93 ;  EUC_LE1_VIS-02614-1-W_20240714T002658.000000Z_01_01_01.00_EUCLIDSOC
C_20240714_002658_W_52169682.VIS.bin_02_01_  ;    1.983 ;  -0.0265 ;   0.0024 ;    11.47 ;  EUC_LE1_VIS-02614-1-W_20240714T002658.000000Z_02_01_01.00_EUCLIDSOC
C_20240714_004444_W_52169706.VIS.bin_01_01_  ;    1.969 ;  -0.0202 ;   0.0079 ;    17.58 ;  EUC_LE1_VIS-02614-1-W_20240714T004444.000000Z_01_01_01.00_EUCLIDSOC
C_20240714_010230_W_52169788.VIS.bin_01_01_  ;    1.967 ;  -0.0182 ;   0.0044 ;    15.01 ;  EUC_LE1_VIS-02614-1-W_20240714T010230.000000Z_01_01_01.00_EUCLIDSOC
C_20240714_012308_W_52169802.VIS.bin_01_01_  ;    1.975 ;  -0.0241 ;   0.0037 ;    10.67 ;  EUC_LE1_VIS-02615-1-W_20240714T012308.000000Z_01_01_01.00_EUCLIDSOC
C_20240714_012308_W_52169802.VIS.bin_02_01_  ;    1.988 ;  -0.0303 ;   0.0088 ;    17.13 ;  EUC_LE1_VIS-02615-1-W_20240714T012308.000000Z_02_01_01.00_EUCLIDSOC
C_20240714_014054_W_52169882.VIS.bin_01_01_  ;    1.971 ;  -0.0211 ;   0.0034 ;    12.38 ;  EUC_LE1_VIS-02615-1-W_20240714T014054.000000Z_01_01_01.00_EUCLIDSOC
C_20240714_014054_W_52169882.VIS.bin_02_01_  ;    1.980 ;  -0.0369 ;   0.0099 ;    15.65 ;  EUC_LE1_VIS-02615-1-W_20240714T014054.000000Z_02_01_01.00_EUCLIDSOC
C_20240714_015840_W_52169904.VIS.bin_01_01_  ;    1.987 ;  -0.0207 ;   0.0029 ;    21.47 ;  EUC_LE1_VIS-02615-1-W_20240714T015840.000000Z_01_01_01.00_EUCLIDSOC
C_20240714_021626_W_52169980.VIS.bin_01_01_  ;    1.975 ;  -0.0199 ;   0.0077 ;    20.59 ;  EUC_LE1_VIS-02615-1-W_20240714T021626.000000Z_01_01_01.00_EUCLIDSOC
C_20240714_023705_W_52169A02.VIS.bin_01_01_  ;    2.001 ;  -0.0260 ;   0.0092 ;    29.37 ;  EUC_LE1_VIS-02616-1-W_20240714T023705.000000Z_01_01_01.00_EUCLIDSOC
C_20240714_023705_W_52169A02.VIS.bin_02_01_  ;    1.977 ;  -0.0212 ;  -0.0009 ;    17.56 ;  EUC_LE1_VIS-02616-1-W_20240714T023705.000000Z_02_01_01.00_EUCLIDSOC
C_20240714_025451_W_52169A82.VIS.bin_01_01_  ;    1.987 ;  -0.0221 ;   0.0050 ;    20.13 ;  EUC_LE1_VIS-02616-1-W_20240714T025451.000000Z_01_01_01.00_EUCLIDSOC
C_20240714_025451_W_52169A82.VIS.bin_02_01_  ;    1.986 ;  -0.0192 ;  -0.0049 ;    34.45 ;  EUC_LE1_VIS-02616-1-W_20240714T025451.000000Z_02_01_01.00_EUCLIDSOC
