image , R2 , e1 , e2 , score 
C_20240706_195624_W_52157E82.VIS.bin_02_01_  ,    1.987 ,  -0.0301 ,   0.0068 ,    13.08
C_20240706_201410_W_52157F06.VIS.bin_01_01_  ,    1.973 ,  -0.0177 ,   0.0073 ,    22.36
C_20240706_203156_W_52157F88.VIS.bin_01_01_  ,    1.983 ,  -0.0232 ,   0.0045 ,    15.95
C_20240706_205226_W_52158002.VIS.bin_01_01_  ,    1.973 ,  -0.0194 ,   0.0074 ,    19.77
C_20240706_205226_W_52158002.VIS.bin_02_01_  ,    1.976 ,  -0.0232 ,  -0.0046 ,    22.05
C_20240706_211012_W_52158082.VIS.bin_01_01_  ,    1.986 ,  -0.0217 ,   0.0061 ,    21.35
C_20240706_211012_W_52158082.VIS.bin_02_01_  ,    1.970 ,  -0.0195 ,  -0.0027 ,    19.57
C_20240706_212758_W_52158104.VIS.bin_01_01_  ,    1.983 ,  -0.0165 ,   0.0071 ,    30.42
C_20240706_214544_W_52158180.VIS.bin_01_01_  ,    1.990 ,  -0.0233 ,   0.0072 ,    22.79
C_20240706_220619_W_52158202.VIS.bin_01_01_  ,    1.983 ,  -0.0201 ,   0.0059 ,    21.97
C_20240706_220619_W_52158202.VIS.bin_02_01_  ,    1.960 ,  -0.0213 ,   0.0044 ,     8.07
C_20240706_222405_W_52158282.VIS.bin_01_01_  ,    1.984 ,  -0.0179 ,   0.0088 ,    31.60
C_20240706_222405_W_52158282.VIS.bin_02_01_  ,    1.981 ,  -0.0344 ,   0.0060 ,     8.21
C_20240706_224151_W_52158306.VIS.bin_01_01_  ,    1.999 ,  -0.0220 ,   0.0062 ,    29.16
C_20240706_225937_W_52158388.VIS.bin_01_01_  ,    1.982 ,  -0.0190 ,   0.0053 ,    22.64
C_20240706_232009_W_52158402.VIS.bin_01_01_  ,    1.968 ,  -0.0174 ,   0.0040 ,    16.56
C_20240706_232009_W_52158402.VIS.bin_02_01_  ,    1.949 ,  -0.0177 ,   0.0019 ,     7.73
C_20240706_233755_W_52158482.VIS.bin_01_01_  ,    1.972 ,  -0.0181 ,   0.0067 ,    20.18
C_20240706_233755_W_52158482.VIS.bin_02_01_  ,    1.964 ,  -0.0207 ,   0.0018 ,     9.92
C_20240706_235541_W_52158504.VIS.bin_01_01_  ,    1.977 ,  -0.0209 ,   0.0047 ,    16.24
C_20240707_001327_W_52158580.VIS.bin_01_01_  ,    1.969 ,  -0.0171 ,   0.0061 ,    19.40
C_20240707_003358_W_52158602.VIS.bin_01_01_  ,    1.979 ,  -0.0213 ,   0.0078 ,    20.78
C_20240707_003358_W_52158602.VIS.bin_02_01_  ,    1.971 ,  -0.0255 ,   0.0026 ,     7.57
C_20240707_005144_W_52158682.VIS.bin_01_01_  ,    1.984 ,  -0.0217 ,   0.0056 ,    19.62
C_20240707_005144_W_52158682.VIS.bin_02_01_  ,    1.949 ,  -0.0216 ,   0.0015 ,     4.16
C_20240707_010930_W_52158706.VIS.bin_01_01_  ,    1.971 ,  -0.0188 ,   0.0043 ,    16.04
C_20240707_012716_W_52158788.VIS.bin_01_01_  ,    1.968 ,  -0.0205 ,   0.0055 ,    13.15
C_20240707_014759_W_52158802.VIS.bin_01_01_  ,    1.980 ,  -0.0191 ,   0.0018 ,    20.20
C_20240707_014759_W_52158802.VIS.bin_02_01_  ,    2.002 ,  -0.0278 ,   0.0052 ,    20.75
C_20240707_020545_W_52158882.VIS.bin_01_01_  ,    1.987 ,  -0.0220 ,   0.0078 ,    24.14
C_20240707_020545_W_52158882.VIS.bin_02_01_  ,    1.968 ,  -0.0202 ,   0.0053 ,    13.35
C_20240707_022331_W_52158904.VIS.bin_01_01_  ,    1.976 ,  -0.0209 ,   0.0040 ,    15.30
C_20240707_024117_W_52158980.VIS.bin_01_01_  ,    1.979 ,  -0.0199 ,   0.0075 ,    22.39
C_20240707_030155_W_52158A02.VIS.bin_01_01_  ,    1.983 ,  -0.0237 ,   0.0068 ,    17.80
C_20240707_030155_W_52158A02.VIS.bin_02_01_  ,    1.957 ,  -0.0224 ,   0.0013 ,     5.89
C_20240707_031941_W_52158A82.VIS.bin_01_01_  ,    1.979 ,  -0.0192 ,   0.0070 ,    22.70
C_20240707_031941_W_52158A82.VIS.bin_02_01_  ,    1.984 ,  -0.0293 ,  -0.0005 ,    11.36
C_20240707_033727_W_52158B06.VIS.bin_01_01_  ,    1.977 ,  -0.0228 ,   0.0060 ,    14.92
C_20240707_035513_W_52158B80.VIS.bin_01_01_  ,    1.980 ,  -0.0227 ,   0.0062 ,    16.77
C_20240707_041555_W_52158C02.VIS.bin_01_01_  ,    1.986 ,  -0.0221 ,   0.0064 ,    21.12
C_20240707_041555_W_52158C02.VIS.bin_02_01_  ,    1.993 ,  -0.0261 ,   0.0003 ,    17.91
C_20240707_043341_W_52158C82.VIS.bin_01_01_  ,    1.990 ,  -0.0232 ,   0.0083 ,    25.01
C_20240707_043341_W_52158C82.VIS.bin_02_01_  ,    1.993 ,  -0.0372 ,   0.0070 ,    12.42
C_20240707_045127_W_52158D04.VIS.bin_01_01_  ,    2.005 ,  -0.0264 ,   0.0051 ,    24.47
C_20240707_050913_W_52158D88.VIS.bin_01_01_  ,    1.987 ,  -0.0220 ,   0.0050 ,    20.29
C_20240707_052951_W_52158E02.VIS.bin_01_01_  ,    1.967 ,  -0.0197 ,   0.0081 ,    17.73
C_20240707_052951_W_52158E02.VIS.bin_02_01_  ,    1.992 ,  -0.0211 ,  -0.0003 ,    25.63
C_20240707_054737_W_52158E82.VIS.bin_01_01_  ,    1.969 ,  -0.0185 ,   0.0062 ,    17.28
C_20240707_054737_W_52158E82.VIS.bin_02_01_  ,    1.985 ,  -0.0195 ,   0.0063 ,    24.73
C_20240707_060523_W_52158F06.VIS.bin_01_01_  ,    1.986 ,  -0.0271 ,   0.0058 ,    13.94
C_20240707_062309_W_52158F80.VIS.bin_01_01_  ,    1.977 ,  -0.0222 ,   0.0047 ,    14.42
C_20240707_064350_W_52159002.VIS.bin_01_01_  ,    1.970 ,  -0.0203 ,   0.0053 ,    14.14
C_20240707_064350_W_52159002.VIS.bin_02_01_  ,    1.947 ,  -0.0198 ,   0.0014 ,     5.15
C_20240707_070136_W_52159082.VIS.bin_01_01_  ,    1.984 ,  -0.0213 ,   0.0056 ,    20.25
C_20240707_070136_W_52159082.VIS.bin_02_01_  ,    1.960 ,  -0.0227 ,   0.0013 ,     6.59
C_20240707_071922_W_52159104.VIS.bin_01_01_  ,    1.973 ,  -0.0194 ,   0.0068 ,    18.79
C_20240707_073708_W_52159180.VIS.bin_01_01_  ,    1.976 ,  -0.0201 ,   0.0035 ,    16.30
C_20240707_075751_W_52159202.VIS.bin_01_01_  ,    1.975 ,  -0.0188 ,   0.0070 ,    21.12
C_20240707_075751_W_52159202.VIS.bin_02_01_  ,    1.971 ,  -0.0191 ,   0.0019 ,    15.25
C_20240707_081537_W_52159282.VIS.bin_01_01_  ,    1.985 ,  -0.0289 ,   0.0089 ,    17.24
C_20240707_081537_W_52159282.VIS.bin_02_01_  ,    1.967 ,  -0.0200 ,   0.0021 ,    12.00
C_20240707_083323_W_52159306.VIS.bin_01_01_  ,    1.972 ,  -0.0204 ,   0.0064 ,    16.24
C_20240707_085109_W_52159388.VIS.bin_01_01_  ,    1.970 ,  -0.0190 ,   0.0047 ,    15.50
C_20240707_091147_W_52159402.VIS.bin_01_01_  ,    1.979 ,  -0.0196 ,   0.0077 ,    23.25
C_20240707_091147_W_52159402.VIS.bin_02_01_  ,    1.952 ,  -0.0177 ,   0.0016 ,     8.92
C_20240707_092933_W_52159482.VIS.bin_01_01_  ,    1.972 ,  -0.0242 ,   0.0070 ,    12.56
C_20240707_092933_W_52159482.VIS.bin_02_01_  ,    2.469 ,  -0.0142 ,   0.1976 ,  8532.90
C_20240707_094719_W_52159504.VIS.bin_01_01_  ,    1.969 ,  -0.0207 ,   0.0054 ,    13.24
C_20240707_100505_W_52159580.VIS.bin_01_01_  ,    1.976 ,  -0.0211 ,   0.0076 ,    19.16
C_20240707_102543_W_52159602.VIS.bin_01_01_  ,    1.981 ,  -0.0213 ,   0.0079 ,    22.05
C_20240707_102543_W_52159602.VIS.bin_02_01_  ,    1.985 ,  -0.0250 ,   0.0028 ,    14.06
C_20240707_104329_W_52159682.VIS.bin_01_01_  ,    1.976 ,  -0.0183 ,   0.0049 ,    19.99
C_20240707_104329_W_52159682.VIS.bin_02_01_  ,    1.980 ,  -0.0256 ,   0.0010 ,    11.62
C_20240707_110115_W_52159706.VIS.bin_01_01_  ,    1.981 ,  -0.0178 ,   0.0051 ,    24.04
C_20240707_111901_W_52159788.VIS.bin_01_01_  ,    2.001 ,  -0.0275 ,   0.0035 ,    19.54
C_20240707_113939_W_52159802.VIS.bin_01_01_  ,    1.973 ,  -0.0168 ,   0.0036 ,    20.17
C_20240707_113939_W_52159802.VIS.bin_02_01_  ,    1.969 ,  -0.0160 ,  -0.0048 ,    29.84
C_20240707_115725_W_52159882.VIS.bin_01_01_  ,    1.984 ,  -0.0220 ,   0.0020 ,    17.73
C_20240707_115725_W_52159882.VIS.bin_02_01_  ,    1.996 ,  -0.0387 ,   0.0034 ,     9.81
C_20240707_121511_W_52159904.VIS.bin_01_01_  ,    1.979 ,  -0.0197 ,   0.0063 ,    20.84
C_20240707_123257_W_52159980.VIS.bin_01_01_  ,    1.985 ,  -0.0214 ,   0.0050 ,    20.09
C_20240707_125400_W_52159A02.VIS.bin_01_01_  ,    1.978 ,  -0.0174 ,   0.0050 ,    22.85
C_20240707_125400_W_52159A02.VIS.bin_02_01_  ,    4.297 ,   0.1779 ,   0.4388 , 73253.67
C_20240707_131146_W_52159A82.VIS.bin_01_01_  ,    1.981 ,  -0.0203 ,   0.0046 ,    19.26
C_20240707_131146_W_52159A82.VIS.bin_02_01_  ,    1.970 ,  -0.0193 ,  -0.0005 ,    16.29
C_20240707_132932_W_52159B06.VIS.bin_01_01_  ,    1.986 ,  -0.0198 ,   0.0078 ,    27.24
C_20240707_134718_W_52159B88.VIS.bin_01_01_  ,    1.970 ,  -0.0216 ,   0.0075 ,    15.48
C_20240707_140800_W_52159C02.VIS.bin_01_01_  ,    2.004 ,  -0.0145 ,   0.0212 ,   112.12
C_20240707_140800_W_52159C02.VIS.bin_02_01_  ,    1.960 ,  -0.0177 ,   0.0017 ,    12.15
C_20240707_142546_W_52159C82.VIS.bin_01_01_  ,    1.975 ,  -0.0202 ,   0.0074 ,    19.60
C_20240707_142546_W_52159C82.VIS.bin_02_01_  ,    1.971 ,  -0.0213 ,   0.0014 ,    12.38
C_20240707_144332_W_52159D04.VIS.bin_01_01_  ,    1.979 ,  -0.0195 ,   0.0046 ,    19.44
C_20240707_150118_W_52159D80.VIS.bin_01_01_  ,    1.974 ,  -0.0224 ,   0.0048 ,    12.82
C_20240707_152156_W_52159E02.VIS.bin_01_01_  ,    1.973 ,  -0.0246 ,   0.0060 ,    11.15
C_20240707_152156_W_52159E02.VIS.bin_02_01_  ,    1.991 ,  -0.0237 ,   0.0020 ,    19.13
C_20240707_153942_W_52159E82.VIS.bin_01_01_  ,    1.975 ,  -0.0179 ,   0.0050 ,    20.19
C_20240707_153942_W_52159E82.VIS.bin_02_01_  ,    1.979 ,  -0.0277 ,   0.0050 ,     9.68
C_20240707_155728_W_52159F06.VIS.bin_01_01_  ,    1.979 ,  -0.0222 ,   0.0051 ,    15.74
C_20240707_161514_W_52159F80.VIS.bin_01_01_  ,    1.984 ,  -0.0189 ,   0.0038 ,    23.03
C_20240707_163554_W_5215A002.VIS.bin_01_01_  ,    1.968 ,  -0.0189 ,   0.0055 ,    15.37
C_20240707_163554_W_5215A002.VIS.bin_02_01_  ,    1.961 ,  -0.0186 ,   0.0029 ,    11.15
C_20240707_165340_W_5215A082.VIS.bin_01_01_  ,    1.968 ,  -0.0177 ,   0.0066 ,    18.58
C_20240707_165340_W_5215A082.VIS.bin_02_01_  ,    1.952 ,  -0.0241 ,   0.0036 ,     3.12
C_20240707_171126_W_5215A104.VIS.bin_01_01_  ,    1.964 ,  -0.0214 ,   0.0047 ,     9.67
C_20240707_172912_W_5215A188.VIS.bin_01_01_  ,    1.967 ,  -0.0196 ,   0.0039 ,    12.72
C_20240707_174950_W_5215A202.VIS.bin_01_01_  ,    1.983 ,  -0.0180 ,   0.0068 ,    26.97
C_20240707_174950_W_5215A202.VIS.bin_02_01_  ,    1.951 ,  -0.0166 ,   0.0032 ,     9.74
C_20240707_180736_W_5215A282.VIS.bin_01_01_  ,    1.973 ,  -0.0187 ,   0.0101 ,    26.96
C_20240707_180736_W_5215A282.VIS.bin_02_01_  ,    1.958 ,  -0.0213 ,   0.0113 ,    20.61
C_20240707_182522_W_5215A306.VIS.bin_01_01_  ,    1.990 ,  -0.0198 ,   0.0077 ,    29.61
C_20240707_184308_W_5215A380.VIS.bin_01_01_  ,    1.982 ,  -0.0205 ,   0.0066 ,    21.66
C_20240707_190340_W_5215A402.VIS.bin_01_01_  ,    1.994 ,  -0.0179 ,   0.0062 ,    33.87
C_20240707_190340_W_5215A402.VIS.bin_02_01_  ,    1.972 ,  -0.0226 ,  -0.0037 ,    18.65
C_20240707_192126_W_5215A482.VIS.bin_01_01_  ,    1.977 ,  -0.0177 ,   0.0082 ,    26.34
C_20240707_192126_W_5215A482.VIS.bin_02_01_  ,    1.966 ,  -0.0174 ,  -0.0001 ,    16.74
C_20240707_193912_W_5215A504.VIS.bin_01_01_  ,    1.982 ,  -0.0231 ,   0.0056 ,    16.53
C_20240707_195658_W_5215A580.VIS.bin_01_01_  ,    1.976 ,  -0.0186 ,   0.0054 ,    19.93
C_20240707_201729_W_5215A602.VIS.bin_01_01_  ,    1.976 ,  -0.0212 ,   0.0072 ,    18.31
C_20240707_201729_W_5215A602.VIS.bin_02_01_  ,    1.968 ,  -0.0225 ,   0.0051 ,    10.38
C_20240707_203515_W_5215A682.VIS.bin_01_01_  ,    1.977 ,  -0.0209 ,   0.0092 ,    23.36
C_20240707_203515_W_5215A682.VIS.bin_02_01_  ,    1.957 ,  -0.0242 ,   0.0020 ,     4.25
C_20240707_205301_W_5215A706.VIS.bin_01_01_  ,    1.979 ,  -0.0175 ,   0.0052 ,    23.45
C_20240707_211047_W_5215A788.VIS.bin_01_01_  ,    1.982 ,  -0.0241 ,   0.0051 ,    14.74
C_20240707_213121_W_5215A802.VIS.bin_01_01_  ,    1.969 ,  -0.0215 ,   0.0077 ,    15.53
C_20240707_213121_W_5215A802.VIS.bin_02_01_  ,    1.971 ,  -0.0268 ,  -0.0029 ,    12.51
C_20240707_214907_W_5215A882.VIS.bin_01_01_  ,    1.986 ,  -0.0247 ,   0.0053 ,    16.17
C_20240707_214907_W_5215A882.VIS.bin_02_01_  ,    1.940 ,  -0.0168 ,   0.0031 ,     5.75
C_20240707_220653_W_5215A904.VIS.bin_01_01_  ,    1.975 ,  -0.0183 ,   0.0074 ,    22.63
C_20240707_222439_W_5215A980.VIS.bin_01_01_  ,    1.990 ,  -0.0241 ,   0.0061 ,    20.00
C_20240707_224509_W_5215AA02.VIS.bin_01_01_  ,    1.969 ,  -0.0162 ,   0.0051 ,    19.89
C_20240707_224509_W_5215AA02.VIS.bin_02_01_  ,    1.969 ,  -0.0162 ,   0.0055 ,    20.27
C_20240707_230255_W_5215AA82.VIS.bin_01_01_  ,    1.984 ,  -0.0205 ,   0.0054 ,    21.34
C_20240707_230255_W_5215AA82.VIS.bin_02_01_  ,    1.982 ,  -0.0280 ,   0.0050 ,    10.61
C_20240707_232041_W_5215AB06.VIS.bin_01_01_  ,    1.989 ,  -0.0228 ,   0.0060 ,    21.24
C_20240707_233827_W_5215AB88.VIS.bin_01_01_  ,    1.977 ,  -0.0205 ,   0.0045 ,    16.69
C_20240707_235901_W_5215AC02.VIS.bin_01_01_  ,    1.991 ,  -0.0264 ,   0.0074 ,    19.46
C_20240707_235901_W_5215AC02.VIS.bin_02_01_  ,    1.989 ,  -0.0285 ,   0.0011 ,    12.66
C_20240708_001647_W_5215AC82.VIS.bin_01_01_  ,    1.971 ,  -0.0196 ,   0.0090 ,    21.74
C_20240708_001647_W_5215AC82.VIS.bin_02_01_  ,    1.963 ,  -0.0203 ,   0.0054 ,    11.16
C_20240708_003433_W_5215AD04.VIS.bin_01_01_  ,    1.970 ,  -0.0192 ,   0.0024 ,    14.49
C_20240708_005219_W_5215AD80.VIS.bin_01_01_  ,    1.976 ,  -0.0178 ,   0.0068 ,    23.08
C_20240708_011250_W_5215AE02.VIS.bin_01_01_  ,    1.980 ,  -0.0175 ,   0.0026 ,    22.93
C_20240708_011250_W_5215AE02.VIS.bin_02_01_  ,    1.955 ,  -0.0192 ,  -0.0009 ,    10.49
C_20240708_013036_W_5215AE82.VIS.bin_01_01_  ,    1.986 ,  -0.0196 ,   0.0064 ,    25.31
C_20240708_013036_W_5215AE82.VIS.bin_02_01_  ,    1.964 ,  -0.0242 ,   0.0009 ,     6.87
C_20240708_014822_W_5215AF06.VIS.bin_01_01_  ,    1.987 ,  -0.0223 ,   0.0041 ,    19.21
C_20240708_020608_W_5215AF88.VIS.bin_01_01_  ,    1.983 ,  -0.0198 ,   0.0059 ,    22.48
C_20240708_022640_W_5215B002.VIS.bin_01_01_  ,    1.973 ,  -0.0193 ,   0.0075 ,    20.11
C_20240708_022640_W_5215B002.VIS.bin_02_01_  ,    1.989 ,  -0.0157 ,   0.0102 ,    43.28
C_20240708_024426_W_5215B082.VIS.bin_01_01_  ,    1.985 ,  -0.0215 ,   0.0048 ,    19.76
C_20240708_024426_W_5215B082.VIS.bin_02_01_  ,    1.974 ,  -0.0267 ,   0.0041 ,     8.02
C_20240708_030212_W_5215B104.VIS.bin_01_01_  ,    1.983 ,  -0.0215 ,   0.0069 ,    21.09
C_20240708_031958_W_5215B180.VIS.bin_01_01_  ,    1.971 ,  -0.0179 ,   0.0075 ,    21.28
C_20240708_034028_W_5215B202.VIS.bin_01_01_  ,    1.982 ,  -0.0199 ,   0.0075 ,    24.10
C_20240708_034028_W_5215B202.VIS.bin_02_01_  ,    1.988 ,  -0.0256 ,   0.0075 ,    19.08
C_20240708_035814_W_5215B282.VIS.bin_01_01_  ,    1.975 ,  -0.0171 ,   0.0050 ,    21.61
C_20240708_035814_W_5215B282.VIS.bin_02_01_  ,    1.975 ,  -0.0205 ,  -0.0039 ,    23.33
C_20240708_041600_W_5215B306.VIS.bin_01_01_  ,    1.982 ,  -0.0234 ,   0.0054 ,    15.92
C_20240708_043346_W_5215B380.VIS.bin_01_01_  ,    1.988 ,  -0.0244 ,   0.0060 ,    18.37
C_20240708_045416_W_5215B402.VIS.bin_01_01_  ,    1.986 ,  -0.0207 ,   0.0049 ,    21.74
C_20240708_045416_W_5215B402.VIS.bin_02_01_  ,    1.968 ,  -0.0151 ,   0.0008 ,    20.98
C_20240708_051202_W_5215B482.VIS.bin_01_01_  ,    1.981 ,  -0.0197 ,   0.0063 ,    21.98
C_20240708_051202_W_5215B482.VIS.bin_02_01_  ,    1.975 ,  -0.0210 ,  -0.0030 ,    20.52
C_20240708_052948_W_5215B504.VIS.bin_01_01_  ,    1.995 ,  -0.0227 ,   0.0050 ,    23.99
C_20240708_054734_W_5215B588.VIS.bin_01_01_  ,    1.991 ,  -0.0202 ,   0.0077 ,    29.52
C_20240708_060832_W_5215B602.VIS.bin_01_01_  ,    1.988 ,  -0.0223 ,   0.0045 ,    20.02
C_20240708_060832_W_5215B602.VIS.bin_02_01_  ,    1.977 ,  -0.0242 ,   0.0040 ,    11.55
C_20240708_062618_W_5215B682.VIS.bin_01_01_  ,    2.008 ,  -0.0329 ,   0.0096 ,    26.03
C_20240708_062618_W_5215B682.VIS.bin_02_01_  ,    1.991 ,  -0.0302 ,   0.0044 ,    12.07
C_20240708_064404_W_5215B706.VIS.bin_01_01_  ,    1.984 ,  -0.0182 ,   0.0052 ,    25.27
C_20240708_070150_W_5215B780.VIS.bin_01_01_  ,    1.988 ,  -0.0193 ,   0.0067 ,    27.57
C_20240708_072309_W_5215B802.VIS.bin_01_01_  ,    1.980 ,  -0.0237 ,   0.0065 ,    15.88
C_20240708_072309_W_5215B802.VIS.bin_02_01_  ,    1.959 ,  -0.0203 ,   0.0060 ,    10.26
C_20240708_074055_W_5215B882.VIS.bin_01_01_  ,    1.981 ,  -0.0195 ,   0.0089 ,    27.07
C_20240708_074055_W_5215B882.VIS.bin_02_01_  ,    1.972 ,  -0.0258 ,   0.0088 ,    14.58
C_20240708_075841_W_5215B904.VIS.bin_01_01_  ,    1.978 ,  -0.0209 ,   0.0055 ,    17.47
C_20240708_081627_W_5215B980.VIS.bin_01_01_  ,    1.980 ,  -0.0250 ,   0.0092 ,    19.54
C_20240708_083725_W_5215BA02.VIS.bin_01_01_  ,    1.987 ,  -0.0237 ,   0.0048 ,    17.59
C_20240708_083725_W_5215BA02.VIS.bin_02_01_  ,    1.942 ,  -0.0186 ,   0.0007 ,     5.30
C_20240708_085511_W_5215BA82.VIS.bin_01_01_  ,    1.972 ,  -0.0203 ,   0.0056 ,    15.40
C_20240708_085511_W_5215BA82.VIS.bin_02_01_  ,    1.943 ,  -0.0189 ,  -0.0028 ,    10.26
C_20240708_091257_W_5215BB06.VIS.bin_01_01_  ,    1.982 ,  -0.0214 ,   0.0057 ,    19.08
C_20240708_093043_W_5215BB88.VIS.bin_01_01_  ,    1.979 ,  -0.0243 ,   0.0062 ,    14.29
C_20240708_095122_W_5215BC02.VIS.bin_01_01_  ,    1.979 ,  -0.0219 ,   0.0054 ,    16.44
C_20240708_095122_W_5215BC02.VIS.bin_02_01_  ,    1.949 ,  -0.0187 ,   0.0022 ,     6.55
C_20240708_100908_W_5215BC82.VIS.bin_01_01_  ,    1.982 ,  -0.0261 ,   0.0069 ,    14.67
C_20240708_100908_W_5215BC82.VIS.bin_02_01_  ,    1.966 ,  -0.0278 ,   0.0054 ,     5.81
C_20240708_102654_W_5215BD04.VIS.bin_01_01_  ,    1.985 ,  -0.0246 ,   0.0023 ,    14.59
C_20240708_104440_W_5215BD80.VIS.bin_01_01_  ,    1.968 ,  -0.0185 ,   0.0068 ,    17.63
C_20240708_110519_W_5215BE02.VIS.bin_01_01_  ,    1.977 ,  -0.0181 ,   0.0059 ,    21.91
C_20240708_110519_W_5215BE02.VIS.bin_02_01_  ,    1.956 ,  -0.0203 ,   0.0001 ,     8.47
C_20240708_112305_W_5215BE82.VIS.bin_01_01_  ,    1.977 ,  -0.0193 ,   0.0055 ,    19.43
C_20240708_112305_W_5215BE82.VIS.bin_02_01_  ,    1.983 ,  -0.0336 ,   0.0022 ,     6.95
C_20240708_114051_W_5215BF06.VIS.bin_01_01_  ,    1.982 ,  -0.0217 ,   0.0073 ,    20.89
C_20240708_115837_W_5215BF88.VIS.bin_01_01_  ,    1.974 ,  -0.0200 ,   0.0058 ,    17.06
C_20240708_121908_W_5215C002.VIS.bin_01_01_  ,    1.988 ,  -0.0230 ,   0.0070 ,    21.77
C_20240708_121908_W_5215C002.VIS.bin_02_01_  ,    1.959 ,  -0.0198 ,   0.0088 ,    15.73
C_20240708_123654_W_5215C082.VIS.bin_01_01_  ,    1.966 ,  -0.0209 ,   0.0046 ,    11.00
C_20240708_123654_W_5215C082.VIS.bin_02_01_  ,    1.953 ,  -0.0214 ,   0.0049 ,     6.03
C_20240708_125440_W_5215C104.VIS.bin_01_01_  ,    1.966 ,  -0.0181 ,   0.0063 ,    16.54
C_20240708_131226_W_5215C180.VIS.bin_01_01_  ,    1.988 ,  -0.0192 ,   0.0005 ,    25.74
C_20240708_133300_W_5215C202.VIS.bin_01_01_  ,    1.984 ,  -0.0183 ,   0.0037 ,    24.11
C_20240708_133300_W_5215C202.VIS.bin_02_01_  ,    1.984 ,  -0.0261 ,  -0.0086 ,    36.41
C_20240708_135046_W_5215C282.VIS.bin_01_01_  ,    1.985 ,  -0.0182 ,   0.0091 ,    32.37
C_20240708_135046_W_5215C282.VIS.bin_02_01_  ,    1.965 ,  -0.0216 ,   0.0024 ,     9.14
C_20240708_140832_W_5215C306.VIS.bin_01_01_  ,    1.984 ,  -0.0201 ,   0.0079 ,    25.69
C_20240708_142618_W_5215C388.VIS.bin_01_01_  ,    1.976 ,  -0.0195 ,   0.0044 ,    17.64
C_20240708_144648_W_5215C402.VIS.bin_01_01_  ,    1.975 ,  -0.0214 ,   0.0086 ,    20.25
C_20240708_144648_W_5215C402.VIS.bin_02_01_  ,    1.954 ,  -0.0171 ,   0.0000 ,    11.63
C_20240708_150434_W_5215C482.VIS.bin_01_01_  ,    1.970 ,  -0.0174 ,   0.0054 ,    18.65
C_20240708_150434_W_5215C482.VIS.bin_02_01_  ,    1.951 ,  -0.0185 ,  -0.0001 ,     8.89
C_20240708_152220_W_5215C504.VIS.bin_01_01_  ,    1.980 ,  -0.0231 ,   0.0083 ,    19.80
C_20240708_154006_W_5215C580.VIS.bin_01_01_  ,    1.962 ,  -0.0193 ,   0.0083 ,    16.47
C_20240708_160036_W_5215C602.VIS.bin_01_01_  ,    1.973 ,  -0.0178 ,   0.0067 ,    21.23
C_20240708_160036_W_5215C602.VIS.bin_02_01_  ,    1.961 ,  -0.0199 ,   0.0036 ,     9.64
C_20240708_161822_W_5215C682.VIS.bin_01_01_  ,    1.973 ,  -0.0188 ,   0.0069 ,    19.88
C_20240708_161822_W_5215C682.VIS.bin_02_01_  ,    1.956 ,  -0.0187 ,  -0.0012 ,    11.88
C_20240708_163608_W_5215C706.VIS.bin_01_01_  ,    1.978 ,  -0.0219 ,   0.0057 ,    16.25
C_20240708_165354_W_5215C780.VIS.bin_01_01_  ,    1.993 ,  -0.0242 ,   0.0086 ,    25.89
C_20240708_171430_W_5215C802.VIS.bin_01_01_  ,    1.966 ,  -0.0161 ,   0.0055 ,    18.81
C_20240708_171430_W_5215C802.VIS.bin_02_01_  ,    1.947 ,  -0.0164 ,  -0.0013 ,    11.51
C_20240708_173216_W_5215C882.VIS.bin_01_01_  ,    1.962 ,  -0.0157 ,   0.0045 ,    16.56
C_20240708_173216_W_5215C882.VIS.bin_02_01_  ,    1.962 ,  -0.0196 ,  -0.0069 ,    27.68
C_20240708_175002_W_5215C904.VIS.bin_01_01_  ,    1.962 ,  -0.0199 ,   0.0051 ,    10.95
C_20240708_180748_W_5215C988.VIS.bin_01_01_  ,    1.970 ,  -0.0172 ,   0.0071 ,    21.22
C_20240708_182820_W_5215CA02.VIS.bin_01_01_  ,    1.980 ,  -0.0220 ,   0.0042 ,    15.89
C_20240708_182820_W_5215CA02.VIS.bin_02_01_  ,    1.956 ,  -0.0209 ,   0.0009 ,     7.19
C_20240708_184606_W_5215CA82.VIS.bin_01_01_  ,    1.966 ,  -0.0180 ,   0.0077 ,    18.93
C_20240708_184606_W_5215CA82.VIS.bin_02_01_  ,    1.969 ,  -0.0240 ,   0.0011 ,     8.68
C_20240708_190352_W_5215CB06.VIS.bin_01_01_  ,    1.982 ,  -0.0221 ,   0.0046 ,    17.04
C_20240708_192138_W_5215CB80.VIS.bin_01_01_  ,    1.965 ,  -0.0198 ,   0.0062 ,    13.55
C_20240708_194209_W_5215CC02.VIS.bin_01_01_  ,    1.976 ,  -0.0225 ,   0.0052 ,    13.97
C_20240708_194209_W_5215CC02.VIS.bin_02_01_  ,    1.988 ,  -0.0372 ,   0.0013 ,     8.09
C_20240708_195955_W_5215CC82.VIS.bin_01_01_  ,    1.977 ,  -0.0229 ,   0.0076 ,    17.23
C_20240708_195955_W_5215CC82.VIS.bin_02_01_  ,    1.970 ,  -0.0219 ,   0.0007 ,    11.63
C_20240708_201741_W_5215CD04.VIS.bin_01_01_  ,    1.971 ,  -0.0204 ,   0.0056 ,    14.78
